method,Age,marginal_W2_dist,traj_W2_dist,FP_TV_dist,FP_perc_matches,n_iter,opt_time,const_err,experiment,N,T
StatOT,47.0,0.621981270608745,0.7854447528470112,1.3805276,40.0,,,5.551115123125783e-17,6,200,20
StatOT,53.0,0.5889563212063631,0.8377871698143988,0.9160223,40.0,,,8.326672684688674e-17,6,200,20
StatOT,58.0,0.49632682249660104,0.8882036149567485,2.0,50.0,,,8.326672684688674e-17,6,200,20
StatOT,63.0,0.6925083465705623,0.8544103994229467,0.711315,60.0,,,1.1102230246251565e-16,6,200,20
StatOT,68.0,0.7285858914137853,1.1113313186461846,0.64439476,60.0,,,1.1102230246251565e-16,6,200,20
StatOT,73.0,0.5837429621117557,0.9410510787427313,2.0,70.0,,,5.7342078874172975e-05,6,200,20
StatOT,78.0,0.6555738145835309,0.8332727037218968,0.09028955,90.0,,,9.71445146547012e-17,6,200,20
StatOT,83.0,0.7930015324465539,1.6525678781004087,0.3675506,90.0,,,5.551115123125783e-17,6,200,20
StatOT,88.0,0.5213445892291583,1.3865383409618945,0.19281366,100.0,,,8.363643859282677e-07,6,200,20
StatOT,93.0,0.6257972856171002,1.0012086312345287,2.0,60.0,,,9.71445146547012e-17,6,200,20
StatOT,99.0,0.5345927244348805,1.0387688954748826,0.31352276,90.0,,,9.71445146547012e-17,6,200,20
gStatOT,2.0,0.3781427167371741,0.6752970494165167,0.11854859,80.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,7.0,0.37597563974458686,0.6651450795797277,0.05151418,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,12.0,0.34441428232273164,0.6482599496723103,0.09013266,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,17.0,0.3442456610433845,0.6540823711780434,0.10293009,90.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,22.0,0.34762670099786885,0.6436416417249237,0.081440754,70.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,27.0,0.3286325039029302,0.6133917523990735,0.12842688,80.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,32.0,0.33312202200649316,0.6345930608689483,0.073078774,90.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,37.0,0.33818585297473425,0.5795191774360178,0.113175035,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,42.0,0.33964965392179475,0.585697983125344,0.106707536,80.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,47.0,0.33313658784137873,0.5575187427819401,0.05763752,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,53.0,0.34171243704436,0.5955999181892707,0.073284864,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,58.0,0.348783909801228,0.5437180445220279,0.21980032,90.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,63.0,0.34748468171884234,0.5271884156635547,0.08151887,80.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,68.0,0.34157628705218723,0.5023823673789239,0.030187696,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,73.0,0.34781490296175765,0.48457400587648014,0.08991691,90.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,78.0,0.3597470309023455,0.5044051896892687,0.10083638,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,83.0,0.3600491440299872,0.5319673191082256,0.08578177,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,88.0,0.3783521661452886,0.5188334236660985,0.014300132,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,93.0,0.3797734804272106,0.5151991596010119,0.09032649,100.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
gStatOT,99.0,0.3939354844570199,0.5523265482719878,0.075303294,90.0,20000.0,0.25 mins,5.3495471595832456e-05,7,200,20
StatOT,2.0,0.48182463303343737,1.3966530923129779,0.91640127,50.0,,,9.71445146547012e-17,7,200,20
StatOT,7.0,0.479122554503007,1.135979679623948,0.94501525,50.0,,,1.1102230246251565e-16,7,200,20
StatOT,12.0,0.5749540128903949,1.0944903327020188,2.0,70.0,,,2.1844223854206035e-06,7,200,20
StatOT,17.0,0.4695071539324258,0.9728560855885622,1.079368,40.0,,,6.938893903907228e-17,7,200,20
StatOT,22.0,0.67467659379316,1.3943489964912872,2.0,50.0,,,1.1102230246251565e-16,7,200,20
StatOT,27.0,0.4427279088561142,0.8289865273919588,0.12736796,70.0,,,1.1102230246251565e-16,7,200,20
StatOT,32.0,0.5271695055749134,0.952868801501927,2.0,60.0,,,1.0155531124378392e-08,7,200,20
StatOT,37.0,0.5733118007073188,0.9038329526145435,2.0,30.0,,,1.643540858964343e-11,7,200,20
StatOT,42.0,0.5034912031625809,1.2151247783573855,2.0,30.0,,,4.4840822921443646e-07,7,200,20
StatOT,47.0,0.45219534824132723,0.8251836529372619,1.0233076,50.0,,,8.326672684688674e-17,7,200,20
StatOT,53.0,0.5436418144758003,0.9897901089859292,2.0,70.0,,,6.938893903907228e-17,7,200,20
StatOT,58.0,0.5616060966132286,0.8525670109252222,2.0,50.0,,,6.938893903907228e-17,7,200,20
StatOT,63.0,0.5061983992834942,1.1323944949681168,0.77249926,50.0,,,1.1102230246251565e-16,7,200,20
StatOT,68.0,0.6294960914082167,0.9211914190038769,0.16963689,90.0,,,9.71445146547012e-17,7,200,20
StatOT,73.0,0.4915257515714052,0.8133737519064714,0.4493516,50.0,,,9.71445146547012e-17,7,200,20
StatOT,78.0,0.5333901654661006,0.8111666634093548,0.37090865,100.0,,,1.1102230246251565e-16,7,200,20
StatOT,83.0,0.4866399396074451,1.09983807143899,0.8113545,70.0,,,1.1102230246251565e-16,7,200,20
StatOT,88.0,0.5133699226329776,0.8971182005256966,0.303767,90.0,,,8.326672684688674e-17,7,200,20
StatOT,93.0,0.5007798945485159,0.7253299841387753,0.2981773,80.0,,,6.938893903907228e-17,7,200,20
StatOT,99.0,0.6420454945988601,0.8584683301251654,0.67833763,70.0,,,1.249000902703301e-16,7,200,20
gStatOT,2.0,0.37941457049482075,0.5283874601459009,0.120924234,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,7.0,0.3745988590750036,0.5517665441638789,0.09561196,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,12.0,0.3631226998528382,0.518727108937005,0.1047755,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,17.0,0.35461512613348656,0.4939833031282122,0.03511389,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,22.0,0.35556030068764094,0.5194967809476279,0.046681,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,27.0,0.3440782789360948,0.5029684525798076,0.08891754,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,32.0,0.3408166689940821,0.515452810521078,0.16802792,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,37.0,0.335974558275127,0.5143422415281247,0.07841875,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,42.0,0.33269461665193983,0.5619052086785049,0.20886233,80.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,47.0,0.33530973162098554,0.5106425302722578,0.06912846,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,53.0,0.33241619381279713,0.49730179113970807,0.07683136,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,58.0,0.3325584862858747,0.5143630267535791,0.03329596,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,63.0,0.3424557524279883,0.5261252729374969,0.10547757,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,68.0,0.3533594259915288,0.5278275312296251,0.03318986,100.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,73.0,0.37713520058548256,0.5637302885230893,0.17722054,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,78.0,0.3642521979561516,0.5551221358452275,0.16509196,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,83.0,0.3781062888752671,0.5974547939699874,0.26513728,80.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,88.0,0.42644320210241277,0.6801028475887783,0.26007324,90.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,93.0,0.4262817775289783,0.7226160899929833,0.45387998,80.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
gStatOT,99.0,0.44640570208103675,0.782060710212365,0.2568267,80.0,60000.0,0.68 mins,3.899852344391164e-05,8,200,20
StatOT,2.0,0.5100409905024876,0.9082083391690853,2.0,60.0,,,4.289380482747074e-08,8,200,20
StatOT,7.0,0.5177355067782843,0.9147277503502689,2.0,50.0,,,5.551115123125783e-17,8,200,20
StatOT,12.0,0.5160135266619315,0.8048092332498819,1.0870773,40.0,,,8.326672684688674e-17,8,200,20
StatOT,17.0,0.5080580473047276,0.8651142242448844,0.82428217,60.0,,,6.938893903907228e-17,8,200,20
StatOT,22.0,0.6168941043098531,1.1759059803381264,1.3022105,40.0,,,9.71445146547012e-17,8,200,20
StatOT,27.0,0.4697725054517281,0.7349637065797477,0.99167097,60.0,,,1.1102230246251565e-16,8,200,20
StatOT,32.0,0.6638137186676323,0.9450144324843959,2.0,60.0,,,1.8810075178482544e-05,8,200,20
StatOT,37.0,0.48177344861690935,1.4631633617214483,0.21476328,90.0,,,1.249000902703301e-16,8,200,20
StatOT,42.0,0.5504224889344876,0.8417053230776964,1.2116619,40.0,,,6.938893903907228e-17,8,200,20
StatOT,47.0,0.46801178746072625,1.3497218353673184,1.1369725,40.0,,,8.326672684688674e-17,8,200,20
StatOT,53.0,0.585976012482134,1.4441858134273349,0.77404606,60.0,,,2.220446049250313e-16,8,200,20
StatOT,58.0,0.6901968304143107,0.7603241711149833,0.6306539,70.0,,,9.71445146547012e-17,8,200,20
StatOT,63.0,0.4606725813210751,1.0800307342114892,0.80616075,60.0,,,9.71445146547012e-17,8,200,20
StatOT,68.0,0.6135803703455109,0.891054373862332,0.13669725,100.0,,,8.326672684688674e-17,8,200,20
StatOT,73.0,0.5677684860330228,1.0765610877462453,1.0485945,40.0,,,5.551115123125783e-17,8,200,20
StatOT,78.0,0.46926056196395755,0.9631298925068968,0.8482908,60.0,,,1.1102230246251565e-16,8,200,20
StatOT,83.0,0.5266290520643788,0.7514913619976697,0.34058553,70.0,,,9.71445146547012e-17,8,200,20
StatOT,88.0,0.5764665263807554,0.9614492406000831,2.0,40.0,,,1.2993363468494223e-09,8,200,20
StatOT,93.0,0.6649966500448022,0.9678046658983679,2.0,40.0,,,9.71445146547012e-17,8,200,20
StatOT,99.0,0.7271992948396829,0.8764473978798942,0.6642186,60.0,,,9.71445146547012e-17,8,200,20
gStatOT,2.0,0.3831533388965257,0.8451882629884112,0.28377742,70.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,7.0,0.3665176341458461,0.7803970318401476,0.10218064,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,12.0,0.36403744556686546,0.7996362903590244,0.3018257,90.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,17.0,0.3484481066535914,0.8485287653502319,0.24857087,80.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,22.0,0.34182814075184725,0.8263740500021135,0.12158467,90.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,27.0,0.33740260549093126,0.8039647109669601,0.20521101,90.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,32.0,0.3285172752965877,0.7726898746106826,0.22273405,70.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,37.0,0.3334352547762854,0.7836511132310477,0.12125657,90.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,42.0,0.33792421052525407,0.7320856521500966,0.22359392,80.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,47.0,0.3401286539087629,0.745339651230583,0.04752081,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,53.0,0.3466618333774142,0.7349496606364737,0.2405806,80.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,58.0,0.35579136924681526,0.778171275145424,0.076096244,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,63.0,0.35318183449817536,0.8657694415761674,0.15601912,80.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,68.0,0.3507441298866785,0.8932968519885663,0.012446283,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,73.0,0.3588320223965709,0.8704940643008858,0.16137835,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,78.0,0.3714650351281708,0.9017075529601508,0.062596604,90.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,83.0,0.382448310104488,0.8189685800022003,0.1542739,90.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,88.0,0.3936457495078258,0.8919419420685879,0.34106636,60.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,93.0,0.41566201858503327,0.8279773302328289,0.20192082,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
gStatOT,99.0,0.4240053455206048,0.9637221843127989,0.18726599,100.0,30000.0,0.36 mins,1.7599839760462643e-05,9,200,20
StatOT,2.0,0.5213682898594536,0.8186865935672485,2.0,30.0,,,6.938893903907228e-17,9,200,20
StatOT,7.0,0.4926080519314007,1.0346088901875927,2.0,70.0,,,7.779755085229878e-06,9,200,20
StatOT,12.0,0.64693861098791,1.0117501568787004,0.6069194,80.0,,,8.326672684688674e-17,9,200,20
StatOT,17.0,0.5503128481925746,0.8155532729199357,1.2975365,30.0,,,8.326672684688674e-17,9,200,20
StatOT,22.0,0.6036518191379175,1.433594850082033,0.66297156,70.0,,,8.326672684688674e-17,9,200,20
StatOT,27.0,0.44571627376622763,0.9446357503617466,0.079711154,100.0,,,1.8041124150158794e-16,9,200,20
StatOT,32.0,0.5247218798569765,1.330216825769081,0.95136863,40.0,,,4.163336342344337e-17,9,200,20
StatOT,37.0,0.48429937250745175,0.873466346208786,0.95181674,50.0,,,9.71445146547012e-17,9,200,20
StatOT,42.0,0.535799709319166,0.8088936925706021,2.0,50.0,,,6.938893903907228e-17,9,200,20
StatOT,47.0,0.46245651176567526,0.8736553015517561,2.0,60.0,,,5.551115123125783e-17,9,200,20
StatOT,53.0,0.5553911808006369,0.9294214670510532,2.0,50.0,,,2.2593038551121936e-14,9,200,20
StatOT,58.0,0.9317269058402425,1.0490030408629465,0.09864195,100.0,,,1.1102230246251565e-16,9,200,20
StatOT,63.0,0.500406004767842,1.4620504883696304,1.2242926,30.0,,,9.71445146547012e-17,9,200,20
StatOT,68.0,0.6517037349794097,1.5470954759971325,1.1517996,40.0,,,9.71445146547012e-17,9,200,20
StatOT,73.0,0.6139055690911395,1.021082380054311,0.42266464,90.0,,,1.9017745547800224e-07,9,200,20
StatOT,78.0,0.589696313912392,1.3726523507030055,0.9070698,50.0,,,9.71445146547012e-17,9,200,20
StatOT,83.0,0.6717801488774037,0.9341005948399813,2.0,40.0,,,5.551115123125783e-17,9,200,20
StatOT,88.0,0.6036042331632416,0.8781816812987375,0.7759293,80.0,,,8.326672684688674e-17,9,200,20
StatOT,93.0,0.5729532494533778,1.1588773722944892,0.12656352,90.0,,,9.71445146547012e-17,9,200,20
StatOT,99.0,0.5067122211828625,0.9711654521094362,2.0,50.0,,,7.933098622459056e-13,9,200,20
gStatOT,2.0,0.37506526129217327,0.5663451564512835,0.09543435,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,7.0,0.36267270266738577,0.5417220745888629,0.06697658,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,12.0,0.3499789780246464,0.5537765590596715,0.08414927,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,17.0,0.34901098576634454,0.5893319737673788,0.04949405,100.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,22.0,0.336525743544202,0.5960304033155911,0.119208775,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,27.0,0.3326102420757288,0.5990709264212989,0.059271254,100.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,32.0,0.33426671619265336,0.5880039374065201,0.08722396,100.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,37.0,0.3391013126748198,0.5595675371251893,0.12340808,80.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,42.0,0.3413992362005496,0.5365246692076703,0.24672404,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,47.0,0.3557785305704541,0.537002353994933,0.08470891,100.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,53.0,0.3519935863077288,0.5299807757434726,0.059490062,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,58.0,0.3433174079640334,0.4917315289354972,0.0917951,100.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,63.0,0.3511502864771621,0.5165279816061981,0.09519005,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,68.0,0.3526954988047274,0.5018089739307564,0.038266174,100.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,73.0,0.34888860900394764,0.5149776298899741,0.19427483,80.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,78.0,0.36497174891090683,0.5084341168274281,0.075216234,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,83.0,0.3789480559440487,0.579071414771892,0.36949506,70.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,88.0,0.3794531895458609,0.5348571923937215,0.10724844,90.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,93.0,0.39693111902312006,0.5390518287792998,0.19722377,70.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
gStatOT,99.0,0.4023550130163731,0.5747907033872529,0.2758615,80.0,40000.0,0.46 mins,5.822355150497671e-05,10,200,20
StatOT,2.0,0.4984839087706275,1.230609577628353,1.2424232,40.0,,,1.1102230246251565e-16,10,200,20
StatOT,7.0,0.5525532010166458,0.8235903254108705,0.57363987,70.0,,,1.124100812432971e-15,10,200,20
StatOT,12.0,0.4890529291436033,0.7337103528387641,0.24784037,90.0,,,6.938893903907228e-17,10,200,20
StatOT,17.0,0.5548172333009054,1.0164725454392616,2.0,60.0,,,1.5005219289321303e-12,10,200,20
StatOT,22.0,0.6482884043364912,1.20295421028831,0.624645,60.0,,,2.8632651805082787e-13,10,200,20
StatOT,27.0,0.4479120880347618,0.7462878013352959,0.9651247,60.0,,,2.220446049250313e-16,10,200,20
StatOT,32.0,0.47275077347687433,1.2460684866373495,1.1321125,40.0,,,9.71445146547012e-17,10,200,20
StatOT,37.0,0.6402659544549159,0.9757422059201061,2.0,30.0,,,1.5401085044774998e-06,10,200,20
StatOT,42.0,0.5292483438405945,0.9638808635556849,2.0,60.0,,,7.660436895928768e-09,10,200,20
StatOT,47.0,0.5291150235167783,0.932178588356865,2.0,60.0,,,4.163336342344337e-17,10,200,20
StatOT,53.0,0.6267547850407404,1.306356788881572,0.6132831,70.0,,,1.6653345369377348e-16,10,200,20
StatOT,58.0,0.6433655901715551,1.4202450552198018,0.9262233,50.0,,,8.326672684688674e-17,10,200,20
StatOT,63.0,0.5203110590176682,0.8689815374355092,1.2768807,30.0,,,6.938893903907228e-17,10,200,20
StatOT,68.0,0.6786818519149262,1.0199839596107299,0.6332447,70.0,,,6.938893903907228e-17,10,200,20
StatOT,73.0,0.5371955772770572,1.0993723897273713,0.69900393,70.0,,,1.249000902703301e-16,10,200,20
StatOT,78.0,0.7516195493074906,1.0440131025741453,0.21742377,90.0,,,6.938893903907228e-17,10,200,20
StatOT,83.0,0.6089267185641265,0.6666191718227531,0.21969104,70.0,,,8.326672684688674e-17,10,200,20
StatOT,88.0,0.5351608535384526,0.9663324659152913,0.80239916,60.0,,,1.5265566588595902e-16,10,200,20
StatOT,93.0,0.4583180502761413,0.8686980376158091,1.0645138,40.0,,,9.71445146547012e-17,10,200,20
StatOT,99.0,0.6392087747215944,1.247937089177909,0.5573322,70.0,,,6.938893903907228e-17,10,200,20
gStatOT,2.0,0.3669891843000259,0.7291795968399128,0.19741511,70.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,6.0,0.3521764628204516,0.7078802512780771,0.1505368,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,10.0,0.3420226183830077,0.673258584443089,0.18136752,80.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,14.0,0.3351690152923066,0.7372221292557881,0.15284672,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,18.0,0.3284980969695305,0.6889159746559133,0.07607833,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,22.0,0.32996769576521484,0.6089804385831507,0.12096701,80.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,26.0,0.32257695110370566,0.6554568129286311,0.22124067,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,30.0,0.3228590039224516,0.6655110417537441,0.051062275,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,34.0,0.32582655593046667,0.6810682433959759,0.010933274,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,38.0,0.3213370000465653,0.6235500337186117,0.046989195,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,42.0,0.3221623760562248,0.6462107775200082,0.07980806,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,46.0,0.32187162548831016,0.6290515962044251,0.016772913,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,50.0,0.32405778107446265,0.69123030533794,0.06247442,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,54.0,0.3208991756822381,0.6048584280270314,0.007185976,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,58.0,0.32283066396273086,0.6984459386647278,0.19604751,70.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,62.0,0.32263976940632816,0.5894014239192578,0.07968484,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,66.0,0.32115676134167853,0.7082306401400884,0.12593916,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,70.0,0.32471191941640687,0.6339445195860416,0.1450083,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,74.0,0.33377011919383565,0.7289535266794258,0.1514841,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,78.0,0.33537226363435385,0.6526868503475103,0.10706909,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,82.0,0.3368003798258433,0.7405025778347292,0.06739873,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,86.0,0.34427908662111983,0.6290580633727404,0.06005478,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,90.0,0.3521194419635597,0.8351059051391797,0.06065922,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,94.0,0.370633489044037,0.6057272893570991,0.03044922,100.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
gStatOT,99.0,0.37557277688677293,0.6955929671230308,0.10138309,90.0,20000.0,0.33 mins,8.603534924422895e-05,1,250,25
StatOT,2.0,0.516140820939799,0.9873085709455305,0.8229791,50.0,,,5.551115123125783e-17,1,250,25
StatOT,6.0,0.5702410851602367,0.9529275500198781,1.3937049,30.0,,,6.938893903907228e-17,1,250,25
StatOT,10.0,0.5339739458135013,0.9815300055620554,0.9167183,50.0,,,5.551115123125783e-17,1,250,25
StatOT,14.0,0.5202562907994663,0.7480686497593896,0.39392146,70.0,,,5.551115123125783e-17,1,250,25
StatOT,18.0,0.4848981505874131,0.8780336381126856,2.0,60.0,,,5.551115123125783e-17,1,250,25
StatOT,22.0,0.49987771476927206,1.2323607868156088,2.0,30.0,,,8.326672684688674e-17,1,250,25
StatOT,26.0,0.5751060551055064,0.8419819259967343,1.2898761,30.0,,,6.938893903907228e-17,1,250,25
StatOT,30.0,0.48183324329766875,0.9486430463932499,0.79798394,60.0,,,6.938893903907228e-17,1,250,25
StatOT,34.0,0.5655950800338809,0.8527685090072807,2.0,40.0,,,6.938893903907228e-17,1,250,25
StatOT,38.0,0.523295961403338,0.8931100675151377,1.3074731,30.0,,,8.326672684688674e-17,1,250,25
StatOT,42.0,0.5278068715078117,1.4137085891210825,1.2491186,50.0,,,8.326672684688674e-17,1,250,25
StatOT,46.0,0.7149576730156734,0.9077800941158065,1.418316,30.0,,,6.938893903907228e-17,1,250,25
StatOT,50.0,0.5127406970744531,0.9408389670281236,0.2960965,80.0,,,5.551115123125783e-17,1,250,25
StatOT,54.0,0.5632585454072288,1.108736729977816,0.7959981,60.0,,,6.938893903907228e-17,1,250,25
StatOT,58.0,0.5956767767588736,1.0895087261424914,0.7572504,50.0,,,2.566002965664893e-14,1,250,25
StatOT,62.0,0.5159196793687923,1.07163679646141,1.048733,50.0,,,5.551115123125783e-17,1,250,25
StatOT,66.0,0.620503213916203,1.0216133316708544,2.0,70.0,,,4.163336342344337e-17,1,250,25
StatOT,70.0,0.4726683431738178,0.9591234260502735,0.83683616,60.0,,,4.163336342344337e-17,1,250,25
StatOT,74.0,0.5698103156764682,0.9642524297491928,2.0,30.0,,,1.2446987884828786e-13,1,250,25
StatOT,78.0,0.45537457924874625,1.0119182428277063,1.0493559,50.0,,,5.551115123125783e-17,1,250,25
StatOT,82.0,0.5390464015549412,1.033180244802041,1.1964766,40.0,,,5.551115123125783e-17,1,250,25
StatOT,86.0,0.5581080681673796,0.8686607744276041,0.15223186,90.0,,,5.551115123125783e-17,1,250,25
StatOT,90.0,0.5248594501900553,1.1575949855516325,0.88788015,50.0,,,4.163336342344337e-17,1,250,25
StatOT,94.0,0.49316313366168,0.8935503528010608,0.12018158,100.0,,,1.6653345369377348e-16,1,250,25
StatOT,99.0,0.5396538147429898,0.9993980692680138,2.0,60.0,,,5.551115123125783e-17,1,250,25
gStatOT,2.0,0.3680466855412444,0.6099903592710838,0.14018084,90.0,30000.0,0.48 mins,6.164139633868526e-05,2,250,25
gStatOT,6.0,0.36152655331597133,0.5833785762005419,0.032785,80.0,30000.0,0.48 mins,6.164139633868526e-05,2,250,25
gStatOT,10.0,0.3403281449263293,0.6181790156803787,0.052570425,100.0,30000.0,0.48 mins,6.164139633868526e-05,2,250,25
gStatOT,14.0,0.33006472357274513,0.5896062952151541,0.11195222,90.0,30000.0,0.48 mins,6.164139633868526e-05,2,250,25
gStatOT,18.0,0.32418951427639975,0.5933074379974413,0.016862461,100.0,30000.0,0.48 mins,6.164139633868526e-05,2,250,25
gStatOT,22.0,0.3170489498281501,0.5809868325874683,0.06573274,100.0,30000.0,0.48 mins,6.164139633868526e-05,2,250,25
