Method,Age,Fate,Top genes,AP
gStatOT,20.0 (wks),Baso/Mast,5,0.0002994011976047904
StatOT,20.0 (wks),Baso/Mast,5,0.002729685646922309
GT-TC,20.0 (wks),Baso/Mast,5,0.675
gStatOT,22.0 (wks),Baso/Mast,5,0.0
StatOT,22.0 (wks),Baso/Mast,5,0.0
GT-TC,22.0 (wks),Baso/Mast,5,0.9
gStatOT,23.0 (wks),Baso/Mast,5,0.0
StatOT,23.0 (wks),Baso/Mast,5,0.0
GT-TC,23.0 (wks),Baso/Mast,5,1.0
gStatOT,0.0 (yrs),Erythroid,5,0.25272108843537416
StatOT,0.0 (yrs),Erythroid,5,0.16046980195587007
GT-TC,0.0 (yrs),Erythroid,5,0.2
gStatOT,2.0 (yrs),Erythroid,5,0.5222222222222223
StatOT,2.0 (yrs),Erythroid,5,0.5821052631578947
GT-TC,2.0 (yrs),Erythroid,5,0.11499999999999999
gStatOT,4.0 (yrs),Erythroid,5,0.3472132034632035
StatOT,4.0 (yrs),Erythroid,5,0.0
GT-TC,4.0 (yrs),Erythroid,5,0.44166666666666665
gStatOT,10.0 (yrs),Erythroid,5,0.29104142145616796
StatOT,10.0 (yrs),Erythroid,5,0.07162857547436988
GT-TC,10.0 (yrs),Erythroid,5,0.5966666666666667
gStatOT,12.0 (yrs),Erythroid,5,0.2706026692201807
StatOT,12.0 (yrs),Erythroid,5,0.2153777919138443
GT-TC,12.0 (yrs),Erythroid,5,0.7216666666666667
gStatOT,17.0 (yrs),Erythroid,5,0.06984654326847017
StatOT,17.0 (yrs),Erythroid,5,0.01899455906134864
GT-TC,17.0 (yrs),Erythroid,5,0.78
gStatOT,25.0 (yrs),Erythroid,5,0.4539194139194139
StatOT,25.0 (yrs),Erythroid,5,0.2893999225706543
GT-TC,25.0 (yrs),Erythroid,5,0.66
gStatOT,32.0 (yrs),Erythroid,5,0.605
StatOT,32.0 (yrs),Erythroid,5,0.7142857142857142
GT-TC,32.0 (yrs),Erythroid,5,0.7
gStatOT,35.0 (yrs),Erythroid,5,0.6068115942028985
StatOT,35.0 (yrs),Erythroid,5,0.6075757575757575
GT-TC,35.0 (yrs),Erythroid,5,0.88
gStatOT,45.0 (yrs),Erythroid,5,0.885
StatOT,45.0 (yrs),Erythroid,5,0.020697972622694606
GT-TC,45.0 (yrs),Erythroid,5,1.0
gStatOT,53.0 (yrs),Erythroid,5,0.7725
StatOT,53.0 (yrs),Erythroid,5,0.3541791541791542
GT-TC,53.0 (yrs),Erythroid,5,0.9
gStatOT,62.0 (yrs),Erythroid,5,0.5700000000000001
StatOT,62.0 (yrs),Erythroid,5,0.6242424242424243
GT-TC,62.0 (yrs),Erythroid,5,0.615
gStatOT,76.0 (yrs),Erythroid,5,0.9428571428571428
StatOT,76.0 (yrs),Erythroid,5,0.4666666666666667
GT-TC,76.0 (yrs),Erythroid,5,0.8
gStatOT,77.0 (yrs),Erythroid,5,0.9428571428571428
StatOT,77.0 (yrs),Erythroid,5,0.835
GT-TC,77.0 (yrs),Erythroid,5,1.0
gStatOT,10.0 (wks),Erythroid,5,1.0
StatOT,10.0 (wks),Erythroid,5,0.43479427549194993
GT-TC,10.0 (wks),Erythroid,5,1.0
gStatOT,11.0 (wks),Erythroid,5,1.0
StatOT,11.0 (wks),Erythroid,5,0.5008492129246065
GT-TC,11.0 (wks),Erythroid,5,1.0
gStatOT,13.0 (wks),Erythroid,5,1.0
StatOT,13.0 (wks),Erythroid,5,0.3902116402116402
GT-TC,13.0 (wks),Erythroid,5,1.0
gStatOT,14.0 (wks),Erythroid,5,1.0
StatOT,14.0 (wks),Erythroid,5,0.8666666666666666
GT-TC,14.0 (wks),Erythroid,5,0.88
gStatOT,15.0 (wks),Erythroid,5,0.8833333333333334
StatOT,15.0 (wks),Erythroid,5,0.0928068600728525
GT-TC,15.0 (wks),Erythroid,5,0.78
gStatOT,20.0 (wks),Erythroid,5,0.8714285714285713
StatOT,20.0 (wks),Erythroid,5,0.8583333333333334
GT-TC,20.0 (wks),Erythroid,5,0.8
gStatOT,22.0 (wks),Erythroid,5,0.9111111111111111
StatOT,22.0 (wks),Erythroid,5,0.9428571428571428
GT-TC,22.0 (wks),Erythroid,5,0.8
gStatOT,23.0 (wks),Erythroid,5,0.8711111111111112
StatOT,23.0 (wks),Erythroid,5,0.9666666666666666
GT-TC,23.0 (wks),Erythroid,5,0.8
gStatOT,0.0 (yrs),Lymphoid,5,1.0
StatOT,0.0 (yrs),Lymphoid,5,0.9666666666666666
GT-TC,0.0 (yrs),Lymphoid,5,1.0
gStatOT,2.0 (yrs),Lymphoid,5,1.0
StatOT,2.0 (yrs),Lymphoid,5,1.0
GT-TC,2.0 (yrs),Lymphoid,5,1.0
gStatOT,4.0 (yrs),Lymphoid,5,1.0
StatOT,4.0 (yrs),Lymphoid,5,0.9266666666666667
GT-TC,4.0 (yrs),Lymphoid,5,1.0
gStatOT,10.0 (yrs),Lymphoid,5,1.0
StatOT,10.0 (yrs),Lymphoid,5,1.0
GT-TC,10.0 (yrs),Lymphoid,5,1.0
gStatOT,12.0 (yrs),Lymphoid,5,1.0
StatOT,12.0 (yrs),Lymphoid,5,0.9666666666666666
GT-TC,12.0 (yrs),Lymphoid,5,1.0
gStatOT,17.0 (yrs),Lymphoid,5,1.0
StatOT,17.0 (yrs),Lymphoid,5,0.9028571428571428
GT-TC,17.0 (yrs),Lymphoid,5,1.0
gStatOT,25.0 (yrs),Lymphoid,5,1.0
StatOT,25.0 (yrs),Lymphoid,5,0.9028571428571428
GT-TC,25.0 (yrs),Lymphoid,5,1.0
gStatOT,32.0 (yrs),Lymphoid,5,1.0
StatOT,32.0 (yrs),Lymphoid,5,1.0
GT-TC,32.0 (yrs),Lymphoid,5,1.0
gStatOT,35.0 (yrs),Lymphoid,5,1.0
StatOT,35.0 (yrs),Lymphoid,5,1.0
GT-TC,35.0 (yrs),Lymphoid,5,1.0
gStatOT,45.0 (yrs),Lymphoid,5,1.0
StatOT,45.0 (yrs),Lymphoid,5,0.9666666666666666
GT-TC,45.0 (yrs),Lymphoid,5,1.0
gStatOT,53.0 (yrs),Lymphoid,5,1.0
StatOT,53.0 (yrs),Lymphoid,5,0.5259649122807017
GT-TC,53.0 (yrs),Lymphoid,5,0.9
gStatOT,62.0 (yrs),Lymphoid,5,1.0
StatOT,62.0 (yrs),Lymphoid,5,0.5688888888888889
GT-TC,62.0 (yrs),Lymphoid,5,0.9
gStatOT,76.0 (yrs),Lymphoid,5,0.925
StatOT,76.0 (yrs),Lymphoid,5,0.8766666666666667
GT-TC,76.0 (yrs),Lymphoid,5,1.0
gStatOT,77.0 (yrs),Lymphoid,5,0.925
StatOT,77.0 (yrs),Lymphoid,5,0.43979871175523344
GT-TC,77.0 (yrs),Lymphoid,5,1.0
gStatOT,10.0 (wks),Lymphoid,5,1.0
StatOT,10.0 (wks),Lymphoid,5,0.9666666666666666
GT-TC,10.0 (wks),Lymphoid,5,0.71
gStatOT,11.0 (wks),Lymphoid,5,0.8528571428571429
StatOT,11.0 (wks),Lymphoid,5,0.6295238095238095
GT-TC,11.0 (wks),Lymphoid,5,0.78
gStatOT,13.0 (wks),Lymphoid,5,0.9028571428571428
StatOT,13.0 (wks),Lymphoid,5,0.9666666666666666
GT-TC,13.0 (wks),Lymphoid,5,0.78
gStatOT,14.0 (wks),Lymphoid,5,0.9428571428571428
StatOT,14.0 (wks),Lymphoid,5,0.6544444444444444
GT-TC,14.0 (wks),Lymphoid,5,0.9
gStatOT,15.0 (wks),Lymphoid,5,0.9428571428571428
StatOT,15.0 (wks),Lymphoid,5,0.5059649122807017
GT-TC,15.0 (wks),Lymphoid,5,0.9
gStatOT,20.0 (wks),Lymphoid,5,0.885
StatOT,20.0 (wks),Lymphoid,5,0.7666666666666667
GT-TC,20.0 (wks),Lymphoid,5,0.8
gStatOT,22.0 (wks),Lymphoid,5,0.925
StatOT,22.0 (wks),Lymphoid,5,0.9428571428571428
GT-TC,22.0 (wks),Lymphoid,5,0.78
gStatOT,23.0 (wks),Lymphoid,5,0.7
StatOT,23.0 (wks),Lymphoid,5,0.14640637140637142
GT-TC,23.0 (wks),Lymphoid,5,0.71
gStatOT,0.0 (yrs),Mono/DC,5,0.5746031746031746
StatOT,0.0 (yrs),Mono/DC,5,0.19211803606592312
GT-TC,0.0 (yrs),Mono/DC,5,0.32
gStatOT,2.0 (yrs),Mono/DC,5,0.9428571428571428
StatOT,2.0 (yrs),Mono/DC,5,0.43274624918460536
GT-TC,2.0 (yrs),Mono/DC,5,0.56
gStatOT,4.0 (yrs),Mono/DC,5,0.7577639751552795
StatOT,4.0 (yrs),Mono/DC,5,0.0
GT-TC,4.0 (yrs),Mono/DC,5,0.63
gStatOT,10.0 (yrs),Mono/DC,5,0.9666666666666666
StatOT,10.0 (yrs),Mono/DC,5,0.0
GT-TC,10.0 (yrs),Mono/DC,5,0.675
gStatOT,12.0 (yrs),Mono/DC,5,0.8583333333333334
StatOT,12.0 (yrs),Mono/DC,5,0.46367813473076624
GT-TC,12.0 (yrs),Mono/DC,5,0.675
gStatOT,17.0 (yrs),Mono/DC,5,0.8261904761904763
StatOT,17.0 (yrs),Mono/DC,5,0.4683458646616542
GT-TC,17.0 (yrs),Mono/DC,5,0.76
gStatOT,25.0 (yrs),Mono/DC,5,0.9111111111111111
StatOT,25.0 (yrs),Mono/DC,5,0.8444444444444444
GT-TC,25.0 (yrs),Mono/DC,5,0.855
gStatOT,32.0 (yrs),Mono/DC,5,0.835
StatOT,32.0 (yrs),Mono/DC,5,0.4721043229724902
GT-TC,32.0 (yrs),Mono/DC,5,0.9
gStatOT,35.0 (yrs),Mono/DC,5,0.835
StatOT,35.0 (yrs),Mono/DC,5,0.0002107481559536354
GT-TC,35.0 (yrs),Mono/DC,5,1.0
gStatOT,45.0 (yrs),Mono/DC,5,0.8714285714285713
StatOT,45.0 (yrs),Mono/DC,5,0.6923351158645277
GT-TC,45.0 (yrs),Mono/DC,5,0.9
gStatOT,53.0 (yrs),Mono/DC,5,1.0
StatOT,53.0 (yrs),Mono/DC,5,0.673109243697479
GT-TC,53.0 (yrs),Mono/DC,5,0.855
gStatOT,62.0 (yrs),Mono/DC,5,0.8625
StatOT,62.0 (yrs),Mono/DC,5,0.6491812865497076
GT-TC,62.0 (yrs),Mono/DC,5,0.7416666666666667
gStatOT,76.0 (yrs),Mono/DC,5,0.3518939393939394
StatOT,76.0 (yrs),Mono/DC,5,0.0
GT-TC,76.0 (yrs),Mono/DC,5,0.52
gStatOT,77.0 (yrs),Mono/DC,5,0.8111111111111111
StatOT,77.0 (yrs),Mono/DC,5,0.7247619047619047
GT-TC,77.0 (yrs),Mono/DC,5,0.4833333333333333
gStatOT,10.0 (wks),Mono/DC,5,0.9666666666666666
StatOT,10.0 (wks),Mono/DC,5,0.8188235294117646
GT-TC,10.0 (wks),Mono/DC,5,1.0
gStatOT,11.0 (wks),Mono/DC,5,0.9666666666666666
StatOT,11.0 (wks),Mono/DC,5,0.925
GT-TC,11.0 (wks),Mono/DC,5,1.0
gStatOT,13.0 (wks),Mono/DC,5,0.925
StatOT,13.0 (wks),Mono/DC,5,0.719047619047619
GT-TC,13.0 (wks),Mono/DC,5,0.9
gStatOT,14.0 (wks),Mono/DC,5,1.0
StatOT,14.0 (wks),Mono/DC,5,0.5585281385281384
GT-TC,14.0 (wks),Mono/DC,5,0.88
gStatOT,15.0 (wks),Mono/DC,5,1.0
StatOT,15.0 (wks),Mono/DC,5,0.9666666666666666
GT-TC,15.0 (wks),Mono/DC,5,0.52
gStatOT,20.0 (wks),Mono/DC,5,0.6757142857142857
StatOT,20.0 (wks),Mono/DC,5,0.48895833333333333
GT-TC,20.0 (wks),Mono/DC,5,0.4
gStatOT,22.0 (wks),Mono/DC,5,0.8909090909090909
StatOT,22.0 (wks),Mono/DC,5,0.48219512195121955
GT-TC,22.0 (wks),Mono/DC,5,0.675
gStatOT,23.0 (wks),Mono/DC,5,0.8113636363636363
StatOT,23.0 (wks),Mono/DC,5,0.0
GT-TC,23.0 (wks),Mono/DC,5,0.8
gStatOT,0.0 (yrs),Granulocyte,5,0.9111111111111111
StatOT,0.0 (yrs),Granulocyte,5,0.6302564102564102
GT-TC,0.0 (yrs),Granulocyte,5,1.0
gStatOT,2.0 (yrs),Granulocyte,5,0.9111111111111111
StatOT,2.0 (yrs),Granulocyte,5,0.18521870286576167
GT-TC,2.0 (yrs),Granulocyte,5,1.0
gStatOT,4.0 (yrs),Granulocyte,5,0.9111111111111111
StatOT,4.0 (yrs),Granulocyte,5,0.0461682356861274
GT-TC,4.0 (yrs),Granulocyte,5,1.0
gStatOT,10.0 (yrs),Granulocyte,5,0.925
StatOT,10.0 (yrs),Granulocyte,5,0.7342424242424243
GT-TC,10.0 (yrs),Granulocyte,5,0.9
gStatOT,12.0 (yrs),Granulocyte,5,0.9428571428571428
StatOT,12.0 (yrs),Granulocyte,5,0.9266666666666667
GT-TC,12.0 (yrs),Granulocyte,5,0.88
gStatOT,17.0 (yrs),Granulocyte,5,0.9428571428571428
StatOT,17.0 (yrs),Granulocyte,5,0.7611111111111111
GT-TC,17.0 (yrs),Granulocyte,5,0.9
gStatOT,25.0 (yrs),Granulocyte,5,0.9428571428571428
StatOT,25.0 (yrs),Granulocyte,5,0.8833333333333334
GT-TC,25.0 (yrs),Granulocyte,5,0.8
gStatOT,32.0 (yrs),Granulocyte,5,0.9428571428571428
StatOT,32.0 (yrs),Granulocyte,5,0.8761904761904763
GT-TC,32.0 (yrs),Granulocyte,5,0.8
gStatOT,35.0 (yrs),Granulocyte,5,0.7892857142857143
StatOT,35.0 (yrs),Granulocyte,5,0.8083333333333333
GT-TC,35.0 (yrs),Granulocyte,5,0.76
gStatOT,45.0 (yrs),Granulocyte,5,0.7277777777777777
StatOT,45.0 (yrs),Granulocyte,5,0.0895813366960908
GT-TC,45.0 (yrs),Granulocyte,5,0.755
gStatOT,53.0 (yrs),Granulocyte,5,0.71
StatOT,53.0 (yrs),Granulocyte,5,0.5676190476190476
GT-TC,53.0 (yrs),Granulocyte,5,0.755
gStatOT,62.0 (yrs),Granulocyte,5,0.8261904761904763
StatOT,62.0 (yrs),Granulocyte,5,0.9666666666666666
GT-TC,62.0 (yrs),Granulocyte,5,0.8216666666666667
gStatOT,76.0 (yrs),Granulocyte,5,0.4259090909090909
StatOT,76.0 (yrs),Granulocyte,5,0.8909090909090909
GT-TC,76.0 (yrs),Granulocyte,5,1.0
gStatOT,77.0 (yrs),Granulocyte,5,0.4259090909090909
StatOT,77.0 (yrs),Granulocyte,5,0.20136363636363636
GT-TC,77.0 (yrs),Granulocyte,5,1.0
gStatOT,10.0 (wks),Granulocyte,5,0.5033716475095785
StatOT,10.0 (wks),Granulocyte,5,0.27951725171674024
GT-TC,10.0 (wks),Granulocyte,5,1.0
gStatOT,11.0 (wks),Granulocyte,5,0.5033716475095785
StatOT,11.0 (wks),Granulocyte,5,0.32096919127086004
GT-TC,11.0 (wks),Granulocyte,5,1.0
gStatOT,13.0 (wks),Granulocyte,5,0.8625
StatOT,13.0 (wks),Granulocyte,5,0.8833333333333334
GT-TC,13.0 (wks),Granulocyte,5,1.0
gStatOT,14.0 (wks),Granulocyte,5,0.8625
StatOT,14.0 (wks),Granulocyte,5,0.20495261630475925
GT-TC,14.0 (wks),Granulocyte,5,1.0
gStatOT,15.0 (wks),Granulocyte,5,0.8625
StatOT,15.0 (wks),Granulocyte,5,0.7026143790849673
GT-TC,15.0 (wks),Granulocyte,5,0.9
gStatOT,20.0 (wks),Granulocyte,5,0.5922943722943723
StatOT,20.0 (wks),Granulocyte,5,0.1564998602180598
GT-TC,20.0 (wks),Granulocyte,5,0.7
gStatOT,22.0 (wks),Granulocyte,5,0.5970760233918129
StatOT,22.0 (wks),Granulocyte,5,0.006089417091114884
GT-TC,22.0 (wks),Granulocyte,5,0.7416666666666667
gStatOT,23.0 (wks),Granulocyte,5,0.5970760233918129
StatOT,23.0 (wks),Granulocyte,5,0.04142371027888399
GT-TC,23.0 (wks),Granulocyte,5,1.0
gStatOT,0.0 (yrs),Megakaryocyte,5,0.06666666666666667
StatOT,0.0 (yrs),Megakaryocyte,5,0.0
GT-TC,0.0 (yrs),Megakaryocyte,5,0.16666666666666666
gStatOT,2.0 (yrs),Megakaryocyte,5,0.09047619047619046
StatOT,2.0 (yrs),Megakaryocyte,5,0.0
GT-TC,2.0 (yrs),Megakaryocyte,5,0.4
gStatOT,4.0 (yrs),Megakaryocyte,5,0.09047619047619046
StatOT,4.0 (yrs),Megakaryocyte,5,0.0
GT-TC,4.0 (yrs),Megakaryocyte,5,0.3666666666666667
gStatOT,10.0 (yrs),Megakaryocyte,5,0.1361244019138756
StatOT,10.0 (yrs),Megakaryocyte,5,0.0
GT-TC,10.0 (yrs),Megakaryocyte,5,0.6000000000000001
gStatOT,12.0 (yrs),Megakaryocyte,5,0.07744117454283281
StatOT,12.0 (yrs),Megakaryocyte,5,0.0
GT-TC,12.0 (yrs),Megakaryocyte,5,0.4983333333333333
gStatOT,17.0 (yrs),Megakaryocyte,5,0.1873919297448709
StatOT,17.0 (yrs),Megakaryocyte,5,0.0
GT-TC,17.0 (yrs),Megakaryocyte,5,0.7
gStatOT,25.0 (yrs),Megakaryocyte,5,0.39644927536231883
StatOT,25.0 (yrs),Megakaryocyte,5,0.0
GT-TC,25.0 (yrs),Megakaryocyte,5,0.755
gStatOT,32.0 (yrs),Megakaryocyte,5,0.05712245569690706
StatOT,32.0 (yrs),Megakaryocyte,5,0.025
GT-TC,32.0 (yrs),Megakaryocyte,5,0.8
gStatOT,35.0 (yrs),Megakaryocyte,5,0.06061039632770483
StatOT,35.0 (yrs),Megakaryocyte,5,0.00250261369223559
GT-TC,35.0 (yrs),Megakaryocyte,5,0.9
gStatOT,45.0 (yrs),Megakaryocyte,5,0.02481822381174268
StatOT,45.0 (yrs),Megakaryocyte,5,0.001115087317492127
GT-TC,45.0 (yrs),Megakaryocyte,5,0.9
gStatOT,53.0 (yrs),Megakaryocyte,5,0.04054437571739151
StatOT,53.0 (yrs),Megakaryocyte,5,0.0
GT-TC,53.0 (yrs),Megakaryocyte,5,0.9
gStatOT,62.0 (yrs),Megakaryocyte,5,0.026244504031129528
StatOT,62.0 (yrs),Megakaryocyte,5,0.0
GT-TC,62.0 (yrs),Megakaryocyte,5,1.0
gStatOT,76.0 (yrs),Megakaryocyte,5,0.15479295984913963
StatOT,76.0 (yrs),Megakaryocyte,5,0.0017755591445211179
GT-TC,76.0 (yrs),Megakaryocyte,5,1.0
gStatOT,77.0 (yrs),Megakaryocyte,5,0.15479295984913963
StatOT,77.0 (yrs),Megakaryocyte,5,0.7327272727272727
GT-TC,77.0 (yrs),Megakaryocyte,5,1.0
gStatOT,10.0 (wks),Megakaryocyte,5,0.13157894736842105
StatOT,10.0 (wks),Megakaryocyte,5,0.0
GT-TC,10.0 (wks),Megakaryocyte,5,0.0
gStatOT,11.0 (wks),Megakaryocyte,5,0.0012373330539073792
StatOT,11.0 (wks),Megakaryocyte,5,0.5
GT-TC,11.0 (wks),Megakaryocyte,5,0.0
gStatOT,13.0 (wks),Megakaryocyte,5,0.08945578231292517
StatOT,13.0 (wks),Megakaryocyte,5,0.4819972084760817
GT-TC,13.0 (wks),Megakaryocyte,5,0.4
gStatOT,14.0 (wks),Megakaryocyte,5,0.09707482993197278
StatOT,14.0 (wks),Megakaryocyte,5,0.0
GT-TC,14.0 (wks),Megakaryocyte,5,0.755
gStatOT,15.0 (wks),Megakaryocyte,5,0.11876932591218306
StatOT,15.0 (wks),Megakaryocyte,5,0.0
GT-TC,15.0 (wks),Megakaryocyte,5,0.7
gStatOT,20.0 (wks),Megakaryocyte,5,0.11187807491308246
StatOT,20.0 (wks),Megakaryocyte,5,0.0
GT-TC,20.0 (wks),Megakaryocyte,5,0.51
gStatOT,22.0 (wks),Megakaryocyte,5,0.058720466416652406
StatOT,22.0 (wks),Megakaryocyte,5,0.0
GT-TC,22.0 (wks),Megakaryocyte,5,0.6
gStatOT,23.0 (wks),Megakaryocyte,5,0.08710031903580291
StatOT,23.0 (wks),Megakaryocyte,5,0.11887041663077498
GT-TC,23.0 (wks),Megakaryocyte,5,0.6
gStatOT,0.0 (yrs),Baso/Mast,10,0.13761544514201224
StatOT,0.0 (yrs),Baso/Mast,10,0.16243528047233638
GT-TC,0.0 (yrs),Baso/Mast,10,0.6283333333333333
gStatOT,2.0 (yrs),Baso/Mast,10,0.15538246489479268
StatOT,2.0 (yrs),Baso/Mast,10,0.0
GT-TC,2.0 (yrs),Baso/Mast,10,0.6082142857142857
gStatOT,4.0 (yrs),Baso/Mast,10,0.15576663789986475
StatOT,4.0 (yrs),Baso/Mast,10,0.00034129692832764505
GT-TC,4.0 (yrs),Baso/Mast,10,0.6375
gStatOT,10.0 (yrs),Baso/Mast,10,0.14358117643219834
StatOT,10.0 (yrs),Baso/Mast,10,0.00034129692832764505
GT-TC,10.0 (yrs),Baso/Mast,10,0.6682738095238094
gStatOT,12.0 (yrs),Baso/Mast,10,0.14365333738343045
StatOT,12.0 (yrs),Baso/Mast,10,0.01106281389620335
GT-TC,12.0 (yrs),Baso/Mast,10,0.6345238095238095
gStatOT,17.0 (yrs),Baso/Mast,10,0.16363878805085744
StatOT,17.0 (yrs),Baso/Mast,10,0.13942584403433642
GT-TC,17.0 (yrs),Baso/Mast,10,0.6645238095238095
gStatOT,25.0 (yrs),Baso/Mast,10,0.191871853211374
StatOT,25.0 (yrs),Baso/Mast,10,0.15106014331531176
GT-TC,25.0 (yrs),Baso/Mast,10,0.8394444444444444
gStatOT,32.0 (yrs),Baso/Mast,10,0.17688395730610884
StatOT,32.0 (yrs),Baso/Mast,10,0.00034129692832764505
GT-TC,32.0 (yrs),Baso/Mast,10,0.845
gStatOT,35.0 (yrs),Baso/Mast,10,0.14692406296522564
StatOT,35.0 (yrs),Baso/Mast,10,0.02325843720125932
GT-TC,35.0 (yrs),Baso/Mast,10,0.6663293650793651
gStatOT,45.0 (yrs),Baso/Mast,10,0.27883145476120025
StatOT,45.0 (yrs),Baso/Mast,10,0.6968950399882603
GT-TC,45.0 (yrs),Baso/Mast,10,0.7634126984126984
gStatOT,53.0 (yrs),Baso/Mast,10,0.08240277667339514
StatOT,53.0 (yrs),Baso/Mast,10,0.00034129692832764505
GT-TC,53.0 (yrs),Baso/Mast,10,0.6094444444444445
gStatOT,62.0 (yrs),Baso/Mast,10,0.17793103448275863
StatOT,62.0 (yrs),Baso/Mast,10,0.06327849588719153
GT-TC,62.0 (yrs),Baso/Mast,10,0.32
gStatOT,76.0 (yrs),Baso/Mast,10,0.33214657277548826
StatOT,76.0 (yrs),Baso/Mast,10,0.00034129692832764505
GT-TC,76.0 (yrs),Baso/Mast,10,0.44285714285714284
gStatOT,77.0 (yrs),Baso/Mast,10,0.40334553964161124
StatOT,77.0 (yrs),Baso/Mast,10,0.036826827536251515
GT-TC,77.0 (yrs),Baso/Mast,10,0.5666666666666667
gStatOT,10.0 (wks),Baso/Mast,10,0.1801747457484072
StatOT,10.0 (wks),Baso/Mast,10,0.0014383011202349625
GT-TC,10.0 (wks),Baso/Mast,10,0.89
gStatOT,11.0 (wks),Baso/Mast,10,0.1840050391663295
StatOT,11.0 (wks),Baso/Mast,10,0.001422170270796805
GT-TC,11.0 (wks),Baso/Mast,10,0.8169444444444445
gStatOT,13.0 (wks),Baso/Mast,10,0.10550030527118207
StatOT,13.0 (wks),Baso/Mast,10,0.005489244937632296
GT-TC,13.0 (wks),Baso/Mast,10,0.7226388888888888
gStatOT,14.0 (wks),Baso/Mast,10,0.11553098682363387
StatOT,14.0 (wks),Baso/Mast,10,0.37552417591509174
GT-TC,14.0 (wks),Baso/Mast,10,0.6366071428571428
gStatOT,15.0 (wks),Baso/Mast,10,0.10273071991618425
StatOT,15.0 (wks),Baso/Mast,10,0.5898442151063552
GT-TC,15.0 (wks),Baso/Mast,10,0.6671626984126984
gStatOT,20.0 (wks),Baso/Mast,10,0.0003822587383372789
StatOT,20.0 (wks),Baso/Mast,10,0.004418016510483506
GT-TC,20.0 (wks),Baso/Mast,10,0.7711904761904762
