Method,Age,Fate,Top genes,AP
StatOT,22.0 (wks),Baso/Mast,10,0.00034129692832764505
GT-TC,22.0 (wks),Baso/Mast,10,0.7816071428571428
gStatOT,23.0 (wks),Baso/Mast,10,0.0
StatOT,23.0 (wks),Baso/Mast,10,0.0
GT-TC,23.0 (wks),Baso/Mast,10,0.6634920634920635
gStatOT,0.0 (yrs),Erythroid,10,0.09307471897552488
StatOT,0.0 (yrs),Erythroid,10,0.02909672095636128
GT-TC,0.0 (yrs),Erythroid,10,0.1875
gStatOT,2.0 (yrs),Erythroid,10,0.7838210702341137
StatOT,2.0 (yrs),Erythroid,10,0.4947720750763141
GT-TC,2.0 (yrs),Erythroid,10,0.35291666666666666
gStatOT,4.0 (yrs),Erythroid,10,0.5180172769223267
StatOT,4.0 (yrs),Erythroid,10,0.0
GT-TC,4.0 (yrs),Erythroid,10,0.4801785714285714
gStatOT,10.0 (yrs),Erythroid,10,0.16452264977678022
StatOT,10.0 (yrs),Erythroid,10,0.1110413206818855
GT-TC,10.0 (yrs),Erythroid,10,0.6254166666666666
gStatOT,12.0 (yrs),Erythroid,10,0.15434833697695485
StatOT,12.0 (yrs),Erythroid,10,0.129574546619765
GT-TC,12.0 (yrs),Erythroid,10,0.722718253968254
gStatOT,17.0 (yrs),Erythroid,10,0.022786035536589953
StatOT,17.0 (yrs),Erythroid,10,0.028881625535654803
GT-TC,17.0 (yrs),Erythroid,10,0.8041666666666667
gStatOT,25.0 (yrs),Erythroid,10,0.045430401586000466
StatOT,25.0 (yrs),Erythroid,10,0.07547074757601073
GT-TC,25.0 (yrs),Erythroid,10,0.9450000000000001
gStatOT,32.0 (yrs),Erythroid,10,0.08091623875285624
StatOT,32.0 (yrs),Erythroid,10,0.47079074578433283
GT-TC,32.0 (yrs),Erythroid,10,0.9450000000000001
gStatOT,35.0 (yrs),Erythroid,10,0.08091623875285624
StatOT,35.0 (yrs),Erythroid,10,0.48864751175777527
GT-TC,35.0 (yrs),Erythroid,10,0.95
gStatOT,45.0 (yrs),Erythroid,10,0.7841911764705882
StatOT,45.0 (yrs),Erythroid,10,0.03516752203598087
GT-TC,45.0 (yrs),Erythroid,10,0.8500000000000001
gStatOT,53.0 (yrs),Erythroid,10,0.7418831168831168
StatOT,53.0 (yrs),Erythroid,10,0.6397560690943044
GT-TC,53.0 (yrs),Erythroid,10,0.9
gStatOT,62.0 (yrs),Erythroid,10,0.5943090062111802
StatOT,62.0 (yrs),Erythroid,10,0.6898143084985191
GT-TC,62.0 (yrs),Erythroid,10,0.9331944444444444
gStatOT,76.0 (yrs),Erythroid,10,0.7424271380793119
StatOT,76.0 (yrs),Erythroid,10,0.11330724535874051
GT-TC,76.0 (yrs),Erythroid,10,0.95
gStatOT,77.0 (yrs),Erythroid,10,0.7424271380793119
StatOT,77.0 (yrs),Erythroid,10,0.7783604845446951
GT-TC,77.0 (yrs),Erythroid,10,1.0
gStatOT,10.0 (wks),Erythroid,10,0.4827681494373791
StatOT,10.0 (wks),Erythroid,10,0.3074648639617778
GT-TC,10.0 (wks),Erythroid,10,0.8
gStatOT,11.0 (wks),Erythroid,10,0.36108695886769915
StatOT,11.0 (wks),Erythroid,10,0.0050171351489944685
GT-TC,11.0 (wks),Erythroid,10,0.79
gStatOT,13.0 (wks),Erythroid,10,0.3537771839821123
StatOT,13.0 (wks),Erythroid,10,0.20392426417575593
GT-TC,13.0 (wks),Erythroid,10,0.8500000000000001
gStatOT,14.0 (wks),Erythroid,10,0.3731845465728794
StatOT,14.0 (wks),Erythroid,10,0.0023878112796876004
GT-TC,14.0 (wks),Erythroid,10,0.895
gStatOT,15.0 (wks),Erythroid,10,0.33348365855063195
StatOT,15.0 (wks),Erythroid,10,0.009471807426552386
GT-TC,15.0 (wks),Erythroid,10,0.9
gStatOT,20.0 (wks),Erythroid,10,0.0532779395452329
StatOT,20.0 (wks),Erythroid,10,0.6980913978494623
GT-TC,20.0 (wks),Erythroid,10,0.8444444444444446
gStatOT,22.0 (wks),Erythroid,10,0.10933687474010054
StatOT,22.0 (wks),Erythroid,10,0.6502912692520806
GT-TC,22.0 (wks),Erythroid,10,0.8500000000000001
gStatOT,23.0 (wks),Erythroid,10,0.11469389320056729
StatOT,23.0 (wks),Erythroid,10,0.6253522735126509
GT-TC,23.0 (wks),Erythroid,10,0.9
gStatOT,0.0 (yrs),Lymphoid,10,0.9809090909090908
StatOT,0.0 (yrs),Lymphoid,10,0.9276315789473685
GT-TC,0.0 (yrs),Lymphoid,10,1.0
gStatOT,2.0 (yrs),Lymphoid,10,0.9809090909090908
StatOT,2.0 (yrs),Lymphoid,10,0.5443712738874029
GT-TC,2.0 (yrs),Lymphoid,10,1.0
gStatOT,4.0 (yrs),Lymphoid,10,0.9809090909090908
StatOT,4.0 (yrs),Lymphoid,10,0.0
GT-TC,4.0 (yrs),Lymphoid,10,1.0
gStatOT,10.0 (yrs),Lymphoid,10,0.9669230769230769
StatOT,10.0 (yrs),Lymphoid,10,0.5679482282668189
GT-TC,10.0 (yrs),Lymphoid,10,1.0
gStatOT,12.0 (yrs),Lymphoid,10,0.9669230769230769
StatOT,12.0 (yrs),Lymphoid,10,0.8557249918540242
GT-TC,12.0 (yrs),Lymphoid,10,1.0
gStatOT,17.0 (yrs),Lymphoid,10,0.9669230769230769
StatOT,17.0 (yrs),Lymphoid,10,0.1832904806315085
GT-TC,17.0 (yrs),Lymphoid,10,0.9394444444444445
gStatOT,25.0 (yrs),Lymphoid,10,0.9406593406593406
StatOT,25.0 (yrs),Lymphoid,10,0.797020202020202
GT-TC,25.0 (yrs),Lymphoid,10,0.9450000000000001
gStatOT,32.0 (yrs),Lymphoid,10,0.951923076923077
StatOT,32.0 (yrs),Lymphoid,10,0.9909090909090909
GT-TC,32.0 (yrs),Lymphoid,10,0.95
gStatOT,35.0 (yrs),Lymphoid,10,0.976923076923077
StatOT,35.0 (yrs),Lymphoid,10,0.7963157894736842
GT-TC,35.0 (yrs),Lymphoid,10,0.8894444444444445
gStatOT,45.0 (yrs),Lymphoid,10,0.9733333333333334
StatOT,45.0 (yrs),Lymphoid,10,0.7945238095238095
GT-TC,45.0 (yrs),Lymphoid,10,0.95
gStatOT,53.0 (yrs),Lymphoid,10,0.9909090909090909
StatOT,53.0 (yrs),Lymphoid,10,0.6338039974210187
GT-TC,53.0 (yrs),Lymphoid,10,0.9450000000000001
gStatOT,62.0 (yrs),Lymphoid,10,0.6735516822358927
StatOT,62.0 (yrs),Lymphoid,10,0.14010808157334625
GT-TC,62.0 (yrs),Lymphoid,10,0.895
gStatOT,76.0 (yrs),Lymphoid,10,0.9455555555555556
StatOT,76.0 (yrs),Lymphoid,10,0.6653865201926974
GT-TC,76.0 (yrs),Lymphoid,10,0.95
gStatOT,77.0 (yrs),Lymphoid,10,0.9455555555555556
StatOT,77.0 (yrs),Lymphoid,10,0.025735021068493107
GT-TC,77.0 (yrs),Lymphoid,10,1.0
gStatOT,10.0 (wks),Lymphoid,10,0.6548101408395526
StatOT,10.0 (wks),Lymphoid,10,0.46886624979016284
GT-TC,10.0 (wks),Lymphoid,10,1.0
gStatOT,11.0 (wks),Lymphoid,10,0.6548101408395526
StatOT,11.0 (wks),Lymphoid,10,0.10814524860782752
GT-TC,11.0 (wks),Lymphoid,10,1.0
gStatOT,13.0 (wks),Lymphoid,10,0.6763988788988788
StatOT,13.0 (wks),Lymphoid,10,0.22070816538958593
GT-TC,13.0 (wks),Lymphoid,10,1.0
gStatOT,14.0 (wks),Lymphoid,10,0.6763988788988788
StatOT,14.0 (wks),Lymphoid,10,0.5064887101706521
GT-TC,14.0 (wks),Lymphoid,10,0.9450000000000001
gStatOT,15.0 (wks),Lymphoid,10,0.7256052281052281
StatOT,15.0 (wks),Lymphoid,10,0.1439220022188578
GT-TC,15.0 (wks),Lymphoid,10,0.8394444444444444
gStatOT,20.0 (wks),Lymphoid,10,0.38082780584788234
StatOT,20.0 (wks),Lymphoid,10,0.6096026164846389
GT-TC,20.0 (wks),Lymphoid,10,0.8238888888888889
gStatOT,22.0 (wks),Lymphoid,10,0.10256408901141453
StatOT,22.0 (wks),Lymphoid,10,0.8226190476190476
GT-TC,22.0 (wks),Lymphoid,10,0.857718253968254
gStatOT,23.0 (wks),Lymphoid,10,0.08680069794529606
StatOT,23.0 (wks),Lymphoid,10,0.2218390589952456
GT-TC,23.0 (wks),Lymphoid,10,0.89
gStatOT,0.0 (yrs),Mono/DC,10,0.5783980298774923
StatOT,0.0 (yrs),Mono/DC,10,0.16627685188649283
GT-TC,0.0 (yrs),Mono/DC,10,0.5714285714285714
gStatOT,2.0 (yrs),Mono/DC,10,0.787867132867133
StatOT,2.0 (yrs),Mono/DC,10,0.03377935446478571
GT-TC,2.0 (yrs),Mono/DC,10,0.6509126984126984
gStatOT,4.0 (yrs),Mono/DC,10,0.7975432462274568
StatOT,4.0 (yrs),Mono/DC,10,0.0
GT-TC,4.0 (yrs),Mono/DC,10,0.7944444444444445
gStatOT,10.0 (yrs),Mono/DC,10,0.7033592044627699
StatOT,10.0 (yrs),Mono/DC,10,0.0
GT-TC,10.0 (yrs),Mono/DC,10,0.7134126984126985
gStatOT,12.0 (yrs),Mono/DC,10,0.9344444444444445
StatOT,12.0 (yrs),Mono/DC,10,0.0
GT-TC,12.0 (yrs),Mono/DC,10,0.7949999999999999
gStatOT,17.0 (yrs),Mono/DC,10,0.784766573295985
StatOT,17.0 (yrs),Mono/DC,10,0.6369067781054589
GT-TC,17.0 (yrs),Mono/DC,10,0.895
gStatOT,25.0 (yrs),Mono/DC,10,0.7144413919413919
StatOT,25.0 (yrs),Mono/DC,10,0.0
GT-TC,25.0 (yrs),Mono/DC,10,0.8400000000000001
gStatOT,32.0 (yrs),Mono/DC,10,0.6680332712515233
StatOT,32.0 (yrs),Mono/DC,10,0.0
GT-TC,32.0 (yrs),Mono/DC,10,0.8294444444444444
gStatOT,35.0 (yrs),Mono/DC,10,0.7323780605359553
StatOT,35.0 (yrs),Mono/DC,10,0.0046667476919827495
GT-TC,35.0 (yrs),Mono/DC,10,0.9
gStatOT,45.0 (yrs),Mono/DC,10,0.8153579711454475
StatOT,45.0 (yrs),Mono/DC,10,0.0
GT-TC,45.0 (yrs),Mono/DC,10,0.845
gStatOT,53.0 (yrs),Mono/DC,10,0.7223403391207229
StatOT,53.0 (yrs),Mono/DC,10,0.3667878749508167
GT-TC,53.0 (yrs),Mono/DC,10,0.8500000000000001
gStatOT,62.0 (yrs),Mono/DC,10,0.5856492940654991
StatOT,62.0 (yrs),Mono/DC,10,0.6866012787952902
GT-TC,62.0 (yrs),Mono/DC,10,0.845
gStatOT,76.0 (yrs),Mono/DC,10,0.49726966091347424
StatOT,76.0 (yrs),Mono/DC,10,0.0
GT-TC,76.0 (yrs),Mono/DC,10,0.7626388888888889
gStatOT,77.0 (yrs),Mono/DC,10,0.5378817097854584
StatOT,77.0 (yrs),Mono/DC,10,0.5299596448748991
GT-TC,77.0 (yrs),Mono/DC,10,0.788888888888889
gStatOT,10.0 (wks),Mono/DC,10,0.8628571428571428
StatOT,10.0 (wks),Mono/DC,10,0.0
GT-TC,10.0 (wks),Mono/DC,10,0.89
gStatOT,11.0 (wks),Mono/DC,10,0.9188888888888889
StatOT,11.0 (wks),Mono/DC,10,0.5279749417249417
GT-TC,11.0 (wks),Mono/DC,10,0.895
gStatOT,13.0 (wks),Mono/DC,10,0.9008716475095785
StatOT,13.0 (wks),Mono/DC,10,0.0
GT-TC,13.0 (wks),Mono/DC,10,0.895
gStatOT,14.0 (wks),Mono/DC,10,0.9140079365079365
StatOT,14.0 (wks),Mono/DC,10,0.8044551282051282
GT-TC,14.0 (wks),Mono/DC,10,0.8160515873015873
gStatOT,15.0 (wks),Mono/DC,10,0.8672605363984675
StatOT,15.0 (wks),Mono/DC,10,0.0006781266542222718
GT-TC,15.0 (wks),Mono/DC,10,0.6673809523809524
gStatOT,20.0 (wks),Mono/DC,10,0.04836574561429995
StatOT,20.0 (wks),Mono/DC,10,0.0
GT-TC,20.0 (wks),Mono/DC,10,0.5416666666666666
gStatOT,22.0 (wks),Mono/DC,10,0.002410414334512164
StatOT,22.0 (wks),Mono/DC,10,0.0033455607948508553
GT-TC,22.0 (wks),Mono/DC,10,0.5756944444444445
gStatOT,23.0 (wks),Mono/DC,10,0.00698840608600618
StatOT,23.0 (wks),Mono/DC,10,0.0
GT-TC,23.0 (wks),Mono/DC,10,0.788888888888889
gStatOT,0.0 (yrs),Granulocyte,10,0.8789147688060732
StatOT,0.0 (yrs),Granulocyte,10,0.6373936781609195
GT-TC,0.0 (yrs),Granulocyte,10,0.8521031746031745
gStatOT,2.0 (yrs),Granulocyte,10,1.0
StatOT,2.0 (yrs),Granulocyte,10,0.023062102619878566
GT-TC,2.0 (yrs),Granulocyte,10,0.9450000000000001
gStatOT,4.0 (yrs),Granulocyte,10,1.0
StatOT,4.0 (yrs),Granulocyte,10,0.0
GT-TC,4.0 (yrs),Granulocyte,10,0.95
gStatOT,10.0 (yrs),Granulocyte,10,0.9334782608695653
StatOT,10.0 (yrs),Granulocyte,10,0.0038631142510282433
GT-TC,10.0 (yrs),Granulocyte,10,0.895
gStatOT,12.0 (yrs),Granulocyte,10,1.0
StatOT,12.0 (yrs),Granulocyte,10,0.5454565122668571
GT-TC,12.0 (yrs),Granulocyte,10,0.895
gStatOT,17.0 (yrs),Granulocyte,10,0.9334782608695653
StatOT,17.0 (yrs),Granulocyte,10,0.668400502402796
GT-TC,17.0 (yrs),Granulocyte,10,0.895
gStatOT,25.0 (yrs),Granulocyte,10,0.9651515151515152
StatOT,25.0 (yrs),Granulocyte,10,0.0
GT-TC,25.0 (yrs),Granulocyte,10,0.9450000000000001
gStatOT,32.0 (yrs),Granulocyte,10,1.0
StatOT,32.0 (yrs),Granulocyte,10,0.659442925495557
GT-TC,32.0 (yrs),Granulocyte,10,1.0
gStatOT,35.0 (yrs),Granulocyte,10,1.0
StatOT,35.0 (yrs),Granulocyte,10,0.9809090909090908
GT-TC,35.0 (yrs),Granulocyte,10,1.0
gStatOT,45.0 (yrs),Granulocyte,10,0.9183658008658009
StatOT,45.0 (yrs),Granulocyte,10,0.07389854308399627
GT-TC,45.0 (yrs),Granulocyte,10,0.95
gStatOT,53.0 (yrs),Granulocyte,10,0.8772069597069597
StatOT,53.0 (yrs),Granulocyte,10,0.6023858363858363
GT-TC,53.0 (yrs),Granulocyte,10,0.8394444444444444
gStatOT,62.0 (yrs),Granulocyte,10,0.7468942360321671
StatOT,62.0 (yrs),Granulocyte,10,0.7379399585921325
GT-TC,62.0 (yrs),Granulocyte,10,0.7381944444444444
gStatOT,76.0 (yrs),Granulocyte,10,0.0598354078419833
StatOT,76.0 (yrs),Granulocyte,10,0.01674238444474322
GT-TC,76.0 (yrs),Granulocyte,10,0.7778571428571428
gStatOT,77.0 (yrs),Granulocyte,10,0.030949183756641706
StatOT,77.0 (yrs),Granulocyte,10,0.34276275363710373
GT-TC,77.0 (yrs),Granulocyte,10,0.8788888888888889
gStatOT,10.0 (wks),Granulocyte,10,0.19071940793649955
StatOT,10.0 (wks),Granulocyte,10,0.5612913787475935
GT-TC,10.0 (wks),Granulocyte,10,0.8788888888888889
gStatOT,11.0 (wks),Granulocyte,10,0.2144035809063868
StatOT,11.0 (wks),Granulocyte,10,0.0071433297293712564
GT-TC,11.0 (wks),Granulocyte,10,0.9
gStatOT,13.0 (wks),Granulocyte,10,0.34161393886682007
StatOT,13.0 (wks),Granulocyte,10,0.22487891464391135
GT-TC,13.0 (wks),Granulocyte,10,0.895
gStatOT,14.0 (wks),Granulocyte,10,0.3723980579735198
StatOT,14.0 (wks),Granulocyte,10,0.01645929927445066
GT-TC,14.0 (wks),Granulocyte,10,0.9
gStatOT,15.0 (wks),Granulocyte,10,0.3309267904057743
StatOT,15.0 (wks),Granulocyte,10,0.0
GT-TC,15.0 (wks),Granulocyte,10,0.8331944444444445
gStatOT,20.0 (wks),Granulocyte,10,0.15703635615310743
StatOT,20.0 (wks),Granulocyte,10,0.011056564697760712
GT-TC,20.0 (wks),Granulocyte,10,0.7826388888888889
gStatOT,22.0 (wks),Granulocyte,10,0.2513862388922262
StatOT,22.0 (wks),Granulocyte,10,0.0003492956070275658
GT-TC,22.0 (wks),Granulocyte,10,0.8294444444444444
gStatOT,23.0 (wks),Granulocyte,10,0.276166606478277
StatOT,23.0 (wks),Granulocyte,10,0.33190002191970236
GT-TC,23.0 (wks),Granulocyte,10,0.89
gStatOT,0.0 (yrs),Megakaryocyte,10,0.0
StatOT,0.0 (yrs),Megakaryocyte,10,0.0
GT-TC,0.0 (yrs),Megakaryocyte,10,0.08333333333333333
gStatOT,2.0 (yrs),Megakaryocyte,10,0.0
StatOT,2.0 (yrs),Megakaryocyte,10,0.0
GT-TC,2.0 (yrs),Megakaryocyte,10,0.23
gStatOT,4.0 (yrs),Megakaryocyte,10,0.0
StatOT,4.0 (yrs),Megakaryocyte,10,0.0
GT-TC,4.0 (yrs),Megakaryocyte,10,0.29208333333333336
gStatOT,10.0 (yrs),Megakaryocyte,10,0.0
StatOT,10.0 (yrs),Megakaryocyte,10,0.0
GT-TC,10.0 (yrs),Megakaryocyte,10,0.3866666666666666
gStatOT,12.0 (yrs),Megakaryocyte,10,0.0
StatOT,12.0 (yrs),Megakaryocyte,10,0.0
GT-TC,12.0 (yrs),Megakaryocyte,10,0.3740476190476191
gStatOT,17.0 (yrs),Megakaryocyte,10,0.0
StatOT,17.0 (yrs),Megakaryocyte,10,0.0
GT-TC,17.0 (yrs),Megakaryocyte,10,0.4316666666666667
gStatOT,25.0 (yrs),Megakaryocyte,10,0.0
StatOT,25.0 (yrs),Megakaryocyte,10,0.0
GT-TC,25.0 (yrs),Megakaryocyte,10,0.3775
gStatOT,32.0 (yrs),Megakaryocyte,10,0.005026503520438528
StatOT,32.0 (yrs),Megakaryocyte,10,0.0
GT-TC,32.0 (yrs),Megakaryocyte,10,0.5900000000000001
gStatOT,35.0 (yrs),Megakaryocyte,10,0.0057635105132083555
StatOT,35.0 (yrs),Megakaryocyte,10,0.0001277139208173691
GT-TC,35.0 (yrs),Megakaryocyte,10,0.7381944444444445
gStatOT,45.0 (yrs),Megakaryocyte,10,0.002124080949365825
StatOT,45.0 (yrs),Megakaryocyte,10,0.0
GT-TC,45.0 (yrs),Megakaryocyte,10,0.695218253968254
gStatOT,53.0 (yrs),Megakaryocyte,10,0.00045172506264968876
StatOT,53.0 (yrs),Megakaryocyte,10,0.0
GT-TC,53.0 (yrs),Megakaryocyte,10,0.768888888888889
gStatOT,62.0 (yrs),Megakaryocyte,10,0.0
StatOT,62.0 (yrs),Megakaryocyte,10,0.0
GT-TC,62.0 (yrs),Megakaryocyte,10,0.78375
gStatOT,76.0 (yrs),Megakaryocyte,10,0.0019952239279855113
StatOT,76.0 (yrs),Megakaryocyte,10,0.0
GT-TC,76.0 (yrs),Megakaryocyte,10,0.8500000000000001
gStatOT,77.0 (yrs),Megakaryocyte,10,0.001990979806094331
StatOT,77.0 (yrs),Megakaryocyte,10,0.0
GT-TC,77.0 (yrs),Megakaryocyte,10,0.9
gStatOT,10.0 (wks),Megakaryocyte,10,0.0
StatOT,10.0 (wks),Megakaryocyte,10,0.0
GT-TC,10.0 (wks),Megakaryocyte,10,0.014285714285714285
gStatOT,11.0 (wks),Megakaryocyte,10,0.0
StatOT,11.0 (wks),Megakaryocyte,10,0.0
GT-TC,11.0 (wks),Megakaryocyte,10,0.00625
gStatOT,13.0 (wks),Megakaryocyte,10,0.0
StatOT,13.0 (wks),Megakaryocyte,10,0.0
GT-TC,13.0 (wks),Megakaryocyte,10,0.2995833333333333
gStatOT,14.0 (wks),Megakaryocyte,10,0.0
StatOT,14.0 (wks),Megakaryocyte,10,0.0
GT-TC,14.0 (wks),Megakaryocyte,10,0.7734126984126984
gStatOT,15.0 (wks),Megakaryocyte,10,0.0
StatOT,15.0 (wks),Megakaryocyte,10,0.0
GT-TC,15.0 (wks),Megakaryocyte,10,0.7064087301587303
gStatOT,20.0 (wks),Megakaryocyte,10,0.0
StatOT,20.0 (wks),Megakaryocyte,10,0.0
GT-TC,20.0 (wks),Megakaryocyte,10,0.566765873015873
gStatOT,22.0 (wks),Megakaryocyte,10,0.0
StatOT,22.0 (wks),Megakaryocyte,10,0.0
GT-TC,22.0 (wks),Megakaryocyte,10,0.8331944444444446
gStatOT,23.0 (wks),Megakaryocyte,10,0.0
StatOT,23.0 (wks),Megakaryocyte,10,0.0
GT-TC,23.0 (wks),Megakaryocyte,10,0.8354365079365079
gStatOT,0.0 (yrs),Baso/Mast,25,0.006207312033160345
StatOT,0.0 (yrs),Baso/Mast,25,0.0
GT-TC,0.0 (yrs),Baso/Mast,25,0.6205864804419792
gStatOT,2.0 (yrs),Baso/Mast,25,0.007143112901444025
StatOT,2.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,2.0 (yrs),Baso/Mast,25,0.581395812510727
gStatOT,4.0 (yrs),Baso/Mast,25,0.009565416129194404
StatOT,4.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,4.0 (yrs),Baso/Mast,25,0.5378488784850004
gStatOT,10.0 (yrs),Baso/Mast,25,0.006028023562769665
StatOT,10.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,10.0 (yrs),Baso/Mast,25,0.4952852976923915
gStatOT,12.0 (yrs),Baso/Mast,25,0.0060142927287255175
StatOT,12.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,12.0 (yrs),Baso/Mast,25,0.4891745206342393
gStatOT,17.0 (yrs),Baso/Mast,25,0.007461629306717424
StatOT,17.0 (yrs),Baso/Mast,25,0.062350391482582423
GT-TC,17.0 (yrs),Baso/Mast,25,0.6352104734790494
gStatOT,25.0 (yrs),Baso/Mast,25,0.026416794900070935
StatOT,25.0 (yrs),Baso/Mast,25,0.021970035391250562
GT-TC,25.0 (yrs),Baso/Mast,25,0.7037043480890566
gStatOT,32.0 (yrs),Baso/Mast,25,0.03521395160933666
StatOT,32.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,32.0 (yrs),Baso/Mast,25,0.7188536294623251
gStatOT,35.0 (yrs),Baso/Mast,25,0.014627098876317903
StatOT,35.0 (yrs),Baso/Mast,25,0.004257556818606153
GT-TC,35.0 (yrs),Baso/Mast,25,0.7005480861923855
gStatOT,45.0 (yrs),Baso/Mast,25,0.07498754768139343
StatOT,45.0 (yrs),Baso/Mast,25,0.03085547202794221
GT-TC,45.0 (yrs),Baso/Mast,25,0.7425665168165168
gStatOT,53.0 (yrs),Baso/Mast,25,0.058887049047314316
StatOT,53.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,53.0 (yrs),Baso/Mast,25,0.5318320009509941
gStatOT,62.0 (yrs),Baso/Mast,25,0.004385382059800665
StatOT,62.0 (yrs),Baso/Mast,25,0.017164824186976024
GT-TC,62.0 (yrs),Baso/Mast,25,0.30183333333333334
gStatOT,76.0 (yrs),Baso/Mast,25,0.016126569844666098
StatOT,76.0 (yrs),Baso/Mast,25,0.00013651877133105802
GT-TC,76.0 (yrs),Baso/Mast,25,0.3371106815381415
gStatOT,77.0 (yrs),Baso/Mast,25,0.020786869765769288
StatOT,77.0 (yrs),Baso/Mast,25,0.023683050161467455
GT-TC,77.0 (yrs),Baso/Mast,25,0.549032745032745
gStatOT,10.0 (wks),Baso/Mast,25,0.13955745977868284
StatOT,10.0 (wks),Baso/Mast,25,0.00013651877133105802
GT-TC,10.0 (wks),Baso/Mast,25,0.8729437229437229
gStatOT,11.0 (wks),Baso/Mast,25,0.15445935454636595
StatOT,11.0 (wks),Baso/Mast,25,0.01878591576281151
GT-TC,11.0 (wks),Baso/Mast,25,0.7921590290252963
gStatOT,13.0 (wks),Baso/Mast,25,0.18693523236460904
StatOT,13.0 (wks),Baso/Mast,25,0.00013651877133105802
GT-TC,13.0 (wks),Baso/Mast,25,0.740318864228307
gStatOT,14.0 (wks),Baso/Mast,25,0.21783403735377946
StatOT,14.0 (wks),Baso/Mast,25,0.0854776495192534
GT-TC,14.0 (wks),Baso/Mast,25,0.7250391395408557
gStatOT,15.0 (wks),Baso/Mast,25,0.20611960825072873
StatOT,15.0 (wks),Baso/Mast,25,0.0031883606214395893
GT-TC,15.0 (wks),Baso/Mast,25,0.8112206849812517
gStatOT,20.0 (wks),Baso/Mast,25,0.0
StatOT,20.0 (wks),Baso/Mast,25,0.0012366656841963303
GT-TC,20.0 (wks),Baso/Mast,25,0.715294127612266
gStatOT,22.0 (wks),Baso/Mast,25,6.472491909385114e-05
StatOT,22.0 (wks),Baso/Mast,25,0.00013651877133105802
GT-TC,22.0 (wks),Baso/Mast,25,0.7530400547165252
gStatOT,23.0 (wks),Baso/Mast,25,4.012036108324975e-05
StatOT,23.0 (wks),Baso/Mast,25,0.00013651877133105802
GT-TC,23.0 (wks),Baso/Mast,25,0.7927826086956522
gStatOT,0.0 (yrs),Erythroid,25,0.3090084596797695
StatOT,0.0 (yrs),Erythroid,25,0.03467388195167586
GT-TC,0.0 (yrs),Erythroid,25,0.3431886806004453
gStatOT,2.0 (yrs),Erythroid,25,0.8681211298047181
StatOT,2.0 (yrs),Erythroid,25,0.5420058876321874
GT-TC,2.0 (yrs),Erythroid,25,0.3663404914576607
gStatOT,4.0 (yrs),Erythroid,25,0.48651718025772167
StatOT,4.0 (yrs),Erythroid,25,0.0
GT-TC,4.0 (yrs),Erythroid,25,0.7018183927183927
gStatOT,10.0 (yrs),Erythroid,25,0.3969432756034902
StatOT,10.0 (yrs),Erythroid,25,0.2084783535177617
GT-TC,10.0 (yrs),Erythroid,25,0.8999999999999999
gStatOT,12.0 (yrs),Erythroid,25,0.3976398249620199
StatOT,12.0 (yrs),Erythroid,25,0.2067205294740048
GT-TC,12.0 (yrs),Erythroid,25,0.8077724978570584
gStatOT,17.0 (yrs),Erythroid,25,0.170756794921475
StatOT,17.0 (yrs),Erythroid,25,0.025955463181483274
GT-TC,17.0 (yrs),Erythroid,25,0.794844295191206
gStatOT,25.0 (yrs),Erythroid,25,0.180954251681165
StatOT,25.0 (yrs),Erythroid,25,0.04144842532298547
GT-TC,25.0 (yrs),Erythroid,25,0.8728163313421895
gStatOT,32.0 (yrs),Erythroid,25,0.14387274344563641
StatOT,32.0 (yrs),Erythroid,25,0.48812747959568886
GT-TC,32.0 (yrs),Erythroid,25,0.8247881511109403
gStatOT,35.0 (yrs),Erythroid,25,0.31170057319431804
StatOT,35.0 (yrs),Erythroid,25,0.4202247903916543
GT-TC,35.0 (yrs),Erythroid,25,0.7553133013693655
gStatOT,45.0 (yrs),Erythroid,25,0.7734451734529152
StatOT,45.0 (yrs),Erythroid,25,0.02120678141703284
GT-TC,45.0 (yrs),Erythroid,25,0.8259237552728602
gStatOT,53.0 (yrs),Erythroid,25,0.7275443133241837
StatOT,53.0 (yrs),Erythroid,25,0.6917807208164678
GT-TC,53.0 (yrs),Erythroid,25,0.8749942028985507
gStatOT,62.0 (yrs),Erythroid,25,0.5496157956233122
StatOT,62.0 (yrs),Erythroid,25,0.5914322645704662
GT-TC,62.0 (yrs),Erythroid,25,0.840534255007044
gStatOT,76.0 (yrs),Erythroid,25,0.7050100742253469
StatOT,76.0 (yrs),Erythroid,25,0.11395384432024944
GT-TC,76.0 (yrs),Erythroid,25,0.8879745529832486
gStatOT,77.0 (yrs),Erythroid,25,0.6802792014948139
StatOT,77.0 (yrs),Erythroid,25,0.7221075414300882
GT-TC,77.0 (yrs),Erythroid,25,0.910871259175607
gStatOT,10.0 (wks),Erythroid,25,0.4044134560850064
StatOT,10.0 (wks),Erythroid,25,0.142335032470433
GT-TC,10.0 (wks),Erythroid,25,0.5764288378288378
