"","Cell","orig.ident","nCount_RNA","nFeature_RNA","seurat_clusters","cluster_name"
"47694","GR72-bcEXPM","GR72",2098,879,0,"HSC"
"47695","GR72-bcCLOT","GR72",1920,894,10,"Ly-Prog-1"
"47696","GR72-bcAPHX","GR72",2084,972,20,"E-Prog-2"
"47697","GR72-bcESCI","GR72",2090,857,0,"HSC"
"47698","GR72-bcEUMU","GR72",1737,823,1,"MPP-1"
"47699","GR72-bcHSCG","GR72",1808,890,9,"My-MPP"
"47700","GR72-bcHBEY","GR72",2129,968,15,"pDC-Prog"
"47701","GR72-bcAHDV","GR72",1627,869,10,"Ly-Prog-1"
"47702","GR72-bcFTAQ","GR72",1447,595,9,"My-MPP"
"47703","GR72-bcAFMZ","GR72",1782,806,14,"Mk/E-MPP"
"47704","GR72-bcFIUR","GR72",1458,681,9,"My-MPP"
"47705","GR72-bcEJWJ","GR72",1445,698,6,"Ly-Prog-2"
"47706","GR72-bcFTQB","GR72",1518,784,0,"HSC"
"47707","GR72-bcFZQA","GR72",1352,532,19,"Mk-Prog"
"47708","GR72-bcDTIJ","GR72",1675,726,4,"E-Prog-1"
"47709","GR72-bcCDTV","GR72",2848,762,4,"E-Prog-1"
"47710","GR72-bcENRD","GR72",1438,697,9,"My-MPP"
"47711","GR72-bcAOVD","GR72",1331,640,9,"My-MPP"
"47712","GR72-bcGCKA","GR72",1227,597,5,"G-Prog-1"
"47713","GR72-bcBTQN","GR72",1138,543,0,"HSC"
"47714","GR72-bcBCCD","GR72",1289,670,14,"Mk/E-MPP"
"47715","GR72-bcFRIJ","GR72",1192,640,7,"G-Prog-2"
"47716","GR72-bcIJCN","GR72",1194,593,1,"MPP-1"
"47717","GR72-bcIJLW","GR72",1193,600,9,"My-MPP"
"47718","GR72-bcGKEH","GR72",988,575,10,"Ly-Prog-1"
"47719","GR72-bcGEVE","GR72",1049,571,7,"G-Prog-2"
"47720","GR72-bcEHIE","GR72",1029,500,8,"Ly-Prog-3"
"47721","GR72-bcBSYS","GR72",819,458,0,"HSC"
"47722","GR72-bcAUFL","GR72",994,398,9,"My-MPP"
"47723","GR72-bcAJXP","GR72",677,385,9,"My-MPP"
"47724","GR72-bcBRLN","GR72",702,383,7,"G-Prog-2"
"47725","GR72-bcBNFY","GR72",617,332,9,"My-MPP"
"47726","GR72-bcAUSZ","GR72",530,361,9,"My-MPP"
"47727","GR72-bcAKNK","GR72",568,356,9,"My-MPP"
"47728","GR72-bcAOGE","GR72",495,304,7,"G-Prog-2"
"47729","GR72-bcIGXH","GR72",11808,3741,17,"Baso/Mast-Prog"
"47730","GR72-bcAWUX","GR72",13308,3564,12,"G/Mono-Prog"
"47731","GR72-bcBSJC","GR72",12298,3477,17,"Baso/Mast-Prog"
"47732","GR72-bcHAIP","GR72",10201,3373,19,"Mk-Prog"
"47733","GR72-bcFRQH","GR72",10552,3140,13,"E-Prog-3"
"47734","GR72-bcENQR","GR72",11259,2927,13,"E-Prog-3"
"47735","GR72-bcHEVF","GR72",9248,3006,15,"pDC-Prog"
"47736","GR72-bcHLRJ","GR72",9250,2840,2,"MPP-2"
"47737","GR72-bcDPCR","GR72",8081,2584,11,"G-Prog-3"
"47738","GR72-bcIGYL","GR72",8808,2921,4,"E-Prog-1"
"47739","GR72-bcBWPY","GR72",7853,2517,4,"E-Prog-1"
"47740","GR72-bcHBCD","GR72",8363,2743,6,"Ly-Prog-2"
"47741","GR72-bcBFCF","GR72",9728,2812,13,"E-Prog-3"
"47742","GR72-bcFXYM","GR72",7745,2733,4,"E-Prog-1"
"47743","GR72-bcCSJQ","GR72",8035,2717,2,"MPP-2"
"47744","GR72-bcAHCK","GR72",7402,2477,11,"G-Prog-3"
"47745","GR72-bcDBQO","GR72",8545,2175,1,"MPP-1"
"47746","GR72-bcBRXM","GR72",7148,2497,4,"E-Prog-1"
"47747","GR72-bcIHMN","GR72",6591,2251,4,"E-Prog-1"
"47748","GR72-bcBWQI","GR72",6016,2258,0,"HSC"
"47749","GR72-bcGSIQ","GR72",7243,2443,4,"E-Prog-1"
"47750","GR72-bcAVGA","GR72",7587,2481,19,"Mk-Prog"
"47751","GR72-bcDGEX","GR72",7401,2248,17,"Baso/Mast-Prog"
"47752","GR72-bcHAQA","GR72",7602,2279,4,"E-Prog-1"
"47753","GR72-bcGUKK","GR72",6932,2323,5,"G-Prog-1"
"47754","GR72-bcELYY","GR72",7031,2373,6,"Ly-Prog-2"
"47755","GR72-bcGUPD","GR72",6366,2150,12,"G/Mono-Prog"
"47756","GR72-bcBAAG","GR72",6665,2295,13,"E-Prog-3"
"47757","GR72-bcFIVA","GR72",6345,2149,5,"G-Prog-1"
"47758","GR72-bcHJEZ","GR72",6590,2134,1,"MPP-1"
"47759","GR72-bcBSLQ","GR72",6515,1990,1,"MPP-1"
"47760","GR72-bcIHZQ","GR72",6829,2297,4,"E-Prog-1"
"47761","GR72-bcBJUS","GR72",6478,2095,17,"Baso/Mast-Prog"
"47762","GR72-bcFIHP","GR72",5971,1919,11,"G-Prog-3"
"47763","GR72-bcGSBO","GR72",6087,2028,4,"E-Prog-1"
"47764","GR72-bcAGHM","GR72",5523,2048,4,"E-Prog-1"
"47765","GR72-bcCNBH","GR72",5583,1743,1,"MPP-1"
"47766","GR72-bcDCHV","GR72",5896,2003,10,"Ly-Prog-1"
"47767","GR72-bcIFVA","GR72",4904,1798,12,"G/Mono-Prog"
"47768","GR72-bcHJKB","GR72",6111,2068,2,"MPP-2"
"47769","GR72-bcCBZS","GR72",7262,2231,4,"E-Prog-1"
"47770","GR72-bcAISI","GR72",5919,2061,13,"E-Prog-3"
"47771","GR72-bcHWSP","GR72",4758,1717,0,"HSC"
"47772","GR72-bcHDGI","GR72",4986,1836,14,"Mk/E-MPP"
"47773","GR72-bcDAYW","GR72",5066,1715,10,"Ly-Prog-1"
"47774","GR72-bcBSCZ","GR72",5098,2032,6,"Ly-Prog-2"
"47775","GR72-bcBPSL","GR72",5364,1867,0,"HSC"
"47776","GR72-bcFXSI","GR72",4563,1801,0,"HSC"
"47777","GR72-bcFEUJ","GR72",5063,1864,1,"MPP-1"
"47778","GR72-bcCAJH","GR72",5300,1628,5,"G-Prog-1"
"47779","GR72-bcBOLT","GR72",4773,1814,2,"MPP-2"
"47780","GR72-bcBGAT","GR72",5352,1971,4,"E-Prog-1"
"47781","GR72-bcFQVH","GR72",4784,1645,1,"MPP-1"
"47782","GR72-bcBXZN","GR72",5051,1986,4,"E-Prog-1"
"47783","GR72-bcCQTK","GR72",4822,1889,4,"E-Prog-1"
"47784","GR72-bcEZTM","GR72",4739,1607,17,"Baso/Mast-Prog"
"47785","GR72-bcFRIS","GR72",4579,1661,1,"MPP-1"
"47786","GR72-bcEKPU","GR72",4182,1662,13,"E-Prog-3"
"47787","GR72-bcDSBR","GR72",4335,1801,3,"Ly-Prog-4"
"47788","GR72-bcGPSZ","GR72",4136,1601,0,"HSC"
"47789","GR72-bcDGZS","GR72",4576,1695,1,"MPP-1"
"47790","GR72-bcENXN","GR72",4435,1709,17,"Baso/Mast-Prog"
"47791","GR72-bcBSYB","GR72",3654,1539,0,"HSC"
"47792","GR72-bcHYYC","GR72",4291,1706,4,"E-Prog-1"
"47793","GR72-bcAQKB","GR72",4318,1772,15,"pDC-Prog"
"47794","GR72-bcECHX","GR72",4419,1666,2,"MPP-2"
"47795","GR72-bcEVRG","GR72",4225,1726,2,"MPP-2"
"47796","GR72-bcANFC","GR72",4631,1657,6,"Ly-Prog-2"
"47797","GR72-bcGXUF","GR72",4107,1358,12,"G/Mono-Prog"
"47798","GR72-bcHMNT","GR72",4062,1457,1,"MPP-1"
"47799","GR72-bcAQNH","GR72",3339,1208,1,"MPP-1"
"47800","GR72-bcCOZN","GR72",3624,1479,0,"HSC"
"47801","GR72-bcBWLG","GR72",3446,1587,4,"E-Prog-1"
"47802","GR72-bcFDEG","GR72",3720,1576,0,"HSC"
"47803","GR72-bcEFQI","GR72",3536,1541,6,"Ly-Prog-2"
"47804","GR72-bcHVOH","GR72",3822,1552,20,"E-Prog-2"
"47805","GR72-bcFYIV","GR72",3420,1300,0,"HSC"
"47806","GR72-bcGPJP","GR72",3898,1354,1,"MPP-1"
"47807","GR72-bcEMSS","GR72",3629,1354,1,"MPP-1"
"47808","GR72-bcHDXX","GR72",3882,1533,1,"MPP-1"
"47809","GR72-bcGESR","GR72",2803,1196,4,"E-Prog-1"
"47810","GR72-bcBJHX","GR72",4089,1395,2,"MPP-2"
"47811","GR72-bcHVMU","GR72",3455,1467,6,"Ly-Prog-2"
"47812","GR72-bcCDIJ","GR72",3607,1397,10,"Ly-Prog-1"
"47813","GR72-bcATXE","GR72",3425,1215,10,"Ly-Prog-1"
"47814","GR72-bcBUUF","GR72",3231,1360,14,"Mk/E-MPP"
"47815","GR72-bcCKNF","GR72",2881,1002,7,"G-Prog-2"
"47816","GR72-bcIHDX","GR72",3152,1307,6,"Ly-Prog-2"
"47817","GR72-bcEXVI","GR72",3277,1326,13,"E-Prog-3"
"47818","GR72-bcCWZD","GR72",3108,1295,2,"MPP-2"
"47819","GR72-bcFXPP","GR72",2931,1306,0,"HSC"
"47820","GR72-bcGRMD","GR72",3060,1340,14,"Mk/E-MPP"
"47821","GR72-bcDOCE","GR72",3073,1212,1,"MPP-1"
"47822","GR72-bcBAFR","GR72",3241,1254,1,"MPP-1"
"47823","GR72-bcFRVI","GR72",3311,1273,1,"MPP-1"
"47824","GR72-bcAZUJ","GR72",3301,1185,14,"Mk/E-MPP"
"47825","GR72-bcBHEN","GR72",3424,1271,2,"MPP-2"
"47826","GR72-bcGIEQ","GR72",2830,1297,1,"MPP-1"
"47827","GR72-bcATVQ","GR72",2962,1100,20,"E-Prog-2"
"47828","GR72-bcBGBY","GR72",2827,1166,0,"HSC"
"47829","GR72-bcDSRR","GR72",2900,1141,0,"HSC"
"47830","GR72-bcCMEC","GR72",2696,1097,1,"MPP-1"
"47831","GR72-bcHYJB","GR72",3277,1266,0,"HSC"
"47832","GR72-bcBCSZ","GR72",2546,1109,12,"G/Mono-Prog"
"47833","GR72-bcDHBQ","GR72",2956,1099,2,"MPP-2"
"47834","GR72-bcDYZP","GR72",2818,1127,1,"MPP-1"
"47835","GR72-bcDUNL","GR72",2315,1046,0,"HSC"
"47836","GR72-bcIBUI","GR72",2199,932,11,"G-Prog-3"
"47837","GR72-bcDLKX","GR72",2335,1076,10,"Ly-Prog-1"
"47838","GR72-bcAURM","GR72",2330,1134,0,"HSC"
"47839","GR72-bcAAUN","GR72",2429,1042,1,"MPP-1"
"47840","GR72-bcFTYK","GR72",1991,977,12,"G/Mono-Prog"
"47841","GR72-bcBZXQ","GR72",2288,969,1,"MPP-1"
"47842","GR72-bcBXRZ","GR72",2474,1010,0,"HSC"
"47843","GR72-bcGEGJ","GR72",2008,822,9,"My-MPP"
"47844","GR72-bcIHGL","GR72",2083,1026,1,"MPP-1"
"47845","GR72-bcGVMS","GR72",2106,961,0,"HSC"
"47846","GR72-bcAWJF","GR72",2017,796,9,"My-MPP"
"47847","GR72-bcGROC","GR72",2011,789,9,"My-MPP"
"47848","GR72-bcEELM","GR72",1881,872,4,"E-Prog-1"
"47849","GR72-bcBLBI","GR72",1964,864,8,"Ly-Prog-3"
"47850","GR72-bcEQCL","GR72",1677,831,1,"MPP-1"
"47851","GR72-bcAANN","GR72",2079,891,8,"Ly-Prog-3"
"47852","GR72-bcDRFB","GR72",1861,807,9,"My-MPP"
"47853","GR72-bcDMNL","GR72",1718,739,9,"My-MPP"
"47854","GR72-bcBSSV","GR72",1766,825,9,"My-MPP"
"47855","GR72-bcBRCY","GR72",1726,815,13,"E-Prog-3"
"47856","GR72-bcHSPC","GR72",1634,766,1,"MPP-1"
"47857","GR72-bcCQGF","GR72",1825,864,10,"Ly-Prog-1"
"47858","GR72-bcEHPW","GR72",1610,718,10,"Ly-Prog-1"
"47859","GR72-bcFDKJ","GR72",1373,676,9,"My-MPP"
"47860","GR72-bcFSSY","GR72",1284,587,9,"My-MPP"
"47861","GR72-bcGNJL","GR72",1346,557,9,"My-MPP"
"47862","GR72-bcHIYN","GR72",1128,561,9,"My-MPP"
"47863","GR72-bcATOL","GR72",1207,655,9,"My-MPP"
"47864","GR72-bcGRTX","GR72",1281,648,7,"G-Prog-2"
"47865","GR72-bcEGQJ","GR72",1222,592,9,"My-MPP"
"47866","GR72-bcDLPW","GR72",1257,556,9,"My-MPP"
"47867","GR72-bcFYAP","GR72",1224,552,9,"My-MPP"
"47868","GR72-bcFCFM","GR72",1338,604,7,"G-Prog-2"
"47869","GR72-bcHJPI","GR72",1014,594,3,"Ly-Prog-4"
"47870","GR72-bcHDAN","GR72",979,577,19,"Mk-Prog"
"47871","GR72-bcAAMB","GR72",983,485,9,"My-MPP"
"47872","GR72-bcGPDC","GR72",805,285,9,"My-MPP"
"47873","GR72-bcEYMG","GR72",730,429,9,"My-MPP"
"47874","GR72-bcGLOZ","GR72",1548,428,7,"G-Prog-2"
"47875","GR72-bcHEID","GR72",634,367,7,"G-Prog-2"
"47876","GR72-bcBADN","GR72",621,346,7,"G-Prog-2"
"47877","GR72-bcFEWQ","GR72",467,301,8,"Ly-Prog-3"
"47878","GR72-bcGSYQ","GR72",455,290,15,"pDC-Prog"
"47879","GR72-bcIBJZ","GR72",331,238,7,"G-Prog-2"
"47880","GR72-bcBSNG","GR72",371,250,7,"G-Prog-2"
"47881","GR72-bcHIYW","GR72",14851,3954,13,"E-Prog-3"
"47882","GR72-bcIIBR","GR72",12782,3552,6,"Ly-Prog-2"
"47883","GR72-bcAMKA","GR72",11885,3350,5,"G-Prog-1"
"47884","GR72-bcGEFR","GR72",9869,2872,6,"Ly-Prog-2"
"47885","GR72-bcBNUN","GR72",10980,3358,20,"E-Prog-2"
"47886","GR72-bcEULY","GR72",9995,2944,2,"MPP-2"
"47887","GR72-bcHLSG","GR72",9080,3043,4,"E-Prog-1"
"47888","GR72-bcCTCU","GR72",10215,3009,13,"E-Prog-3"
"47889","GR72-bcBJHM","GR72",8860,2985,5,"G-Prog-1"
"47890","GR72-bcABVO","GR72",9089,2857,2,"MPP-2"
"47891","GR72-bcEIKO","GR72",7312,2392,0,"HSC"
"47892","GR72-bcBGRC","GR72",10711,3028,19,"Mk-Prog"
"47893","GR72-bcGXYT","GR72",6864,2564,6,"Ly-Prog-2"
"47894","GR72-bcFJGD","GR72",8306,2649,5,"G-Prog-1"
"47895","GR72-bcANND","GR72",7731,2663,6,"Ly-Prog-2"
"47896","GR72-bcHVBB","GR72",7814,2620,2,"MPP-2"
"47897","GR72-bcFRNC","GR72",8061,2615,4,"E-Prog-1"
"47898","GR72-bcFLND","GR72",6901,2495,4,"E-Prog-1"
"47899","GR72-bcECHI","GR72",8125,2631,4,"E-Prog-1"
"47900","GR72-bcBGKD","GR72",8385,2761,2,"MPP-2"
"47901","GR72-bcEWIJ","GR72",7681,2447,13,"E-Prog-3"
"47902","GR72-bcHLUB","GR72",7547,2409,5,"G-Prog-1"
"47903","GR72-bcBDGJ","GR72",8182,2607,6,"Ly-Prog-2"
"47904","GR72-bcFKOX","GR72",6984,2397,6,"Ly-Prog-2"
"47905","GR72-bcGSJT","GR72",7192,2384,6,"Ly-Prog-2"
"47906","GR72-bcDUIN","GR72",6456,2469,17,"Baso/Mast-Prog"
"47907","GR72-bcESAF","GR72",6075,2289,2,"MPP-2"
"47908","GR72-bcHGYT","GR72",5692,2174,2,"MPP-2"
"47909","GR72-bcBUDH","GR72",6886,2194,2,"MPP-2"
"47910","GR72-bcACKT","GR72",6243,2301,20,"E-Prog-2"
"47911","GR72-bcEUBF","GR72",6766,2235,6,"Ly-Prog-2"
"47912","GR72-bcAAOO","GR72",6496,2140,10,"Ly-Prog-1"
"47913","GR72-bcFOZT","GR72",5897,2150,4,"E-Prog-1"
"47914","GR72-bcBAPS","GR72",5841,1936,0,"HSC"
"47915","GR72-bcEIKM","GR72",4403,1759,11,"G-Prog-3"
"47916","GR72-bcFSYO","GR72",5769,2197,1,"MPP-1"
"47917","GR72-bcGBAR","GR72",5692,2175,6,"Ly-Prog-2"
"47918","GR72-bcHGSV","GR72",5539,1890,1,"MPP-1"
"47919","GR72-bcICEH","GR72",5072,2008,3,"Ly-Prog-4"
"47920","GR72-bcAUQO","GR72",5866,2047,2,"MPP-2"
"47921","GR72-bcHJFC","GR72",5280,1959,6,"Ly-Prog-2"
"47922","GR72-bcBRYX","GR72",4571,1618,17,"Baso/Mast-Prog"
"47923","GR72-bcHNTL","GR72",5449,2042,5,"G-Prog-1"
"47924","GR72-bcCSPX","GR72",5161,1933,1,"MPP-1"
"47925","GR72-bcENGL","GR72",6959,1814,17,"Baso/Mast-Prog"
"47926","GR72-bcAOKJ","GR72",4811,1917,6,"Ly-Prog-2"
"47927","GR72-bcACDR","GR72",4954,1725,0,"HSC"
"47928","GR72-bcDMIU","GR72",5012,1770,2,"MPP-2"
"47929","GR72-bcFAYF","GR72",5304,1798,2,"MPP-2"
"47930","GR72-bcEMQP","GR72",5133,1845,5,"G-Prog-1"
"47931","GR72-bcBBWB","GR72",5509,1924,14,"Mk/E-MPP"
"47932","GR72-bcIJTP","GR72",4183,1748,6,"Ly-Prog-2"
"47933","GR72-bcEKOS","GR72",4233,1703,6,"Ly-Prog-2"
"47934","GR72-bcFVTV","GR72",8332,1501,15,"pDC-Prog"
"47935","GR72-bcHIXW","GR72",3897,1526,0,"HSC"
"47936","GR72-bcCSHP","GR72",4185,1631,0,"HSC"
"47937","GR72-bcBMSH","GR72",4832,1801,2,"MPP-2"
"47938","GR72-bcEJBE","GR72",5530,1780,1,"MPP-1"
"47939","GR72-bcAKBM","GR72",4726,1627,5,"G-Prog-1"
"47940","GR72-bcEMZI","GR72",4559,1670,0,"HSC"
"47941","GR72-bcDRCM","GR72",4786,1850,12,"G/Mono-Prog"
"47942","GR72-bcFEHF","GR72",4355,1740,6,"Ly-Prog-2"
"47943","GR72-bcDOHI","GR72",4353,1714,2,"MPP-2"
"47944","GR72-bcCJEI","GR72",4081,1524,1,"MPP-1"
"47945","GR72-bcFBRN","GR72",4419,1646,1,"MPP-1"
"47946","GR72-bcHIJL","GR72",4378,1693,2,"MPP-2"
"47947","GR72-bcBDVD","GR72",4963,1730,5,"G-Prog-1"
"47948","GR72-bcFTWE","GR72",3743,1468,14,"Mk/E-MPP"
"47949","GR72-bcHDXB","GR72",4108,1704,5,"G-Prog-1"
"47950","GR72-bcFRVV","GR72",3804,1401,1,"MPP-1"
"47951","GR72-bcCDPE","GR72",3533,1370,2,"MPP-2"
"47952","GR72-bcHYUO","GR72",3962,1455,1,"MPP-1"
"47953","GR72-bcBJRZ","GR72",3716,1550,2,"MPP-2"
"47954","GR72-bcEQPU","GR72",3941,1567,1,"MPP-1"
"47955","GR72-bcEEJD","GR72",3473,1495,1,"MPP-1"
"47956","GR72-bcBAXH","GR72",3667,1382,1,"MPP-1"
"47957","GR72-bcCMGK","GR72",3910,1562,14,"Mk/E-MPP"
"47958","GR72-bcIFFN","GR72",3661,1280,4,"E-Prog-1"
"47959","GR72-bcDRQE","GR72",3247,1411,0,"HSC"
"47960","GR72-bcEGQA","GR72",3405,1374,0,"HSC"
"47961","GR72-bcEFGI","GR72",4051,1502,2,"MPP-2"
"47962","GR72-bcGCTM","GR72",3477,1480,13,"E-Prog-3"
"47963","GR72-bcBZWT","GR72",3501,1482,4,"E-Prog-1"
"47964","GR72-bcFXOE","GR72",3078,1404,13,"E-Prog-3"
"47965","GR72-bcCOGO","GR72",3329,1306,11,"G-Prog-3"
"47966","GR72-bcBMMA","GR72",3305,1109,0,"HSC"
"47967","GR72-bcIAEE","GR72",3166,1327,0,"HSC"
"47968","GR72-bcHQXK","GR72",3435,1497,17,"Baso/Mast-Prog"
"47969","GR72-bcCZTL","GR72",2817,1123,0,"HSC"
"47970","GR72-bcGJGN","GR72",2929,1263,0,"HSC"
"47971","GR72-bcGGUF","GR72",2667,1144,0,"HSC"
"47972","GR72-bcBJRP","GR72",3127,1253,0,"HSC"
"47973","GR72-bcEPCY","GR72",3000,1384,1,"MPP-1"
"47974","GR72-bcFLMN","GR72",2601,1120,10,"Ly-Prog-1"
"47975","GR72-bcANKC","GR72",2701,1267,1,"MPP-1"
"47976","GR72-bcBLDH","GR72",3074,1222,1,"MPP-1"
"47977","GR72-bcHQYV","GR72",2863,1245,10,"Ly-Prog-1"
"47978","GR72-bcHPRQ","GR72",2662,1233,3,"Ly-Prog-4"
"47979","GR72-bcDRAP","GR72",2862,1294,1,"MPP-1"
"47980","GR72-bcGXDA","GR72",2603,1043,0,"HSC"
"47981","GR72-bcFXQR","GR72",2678,1051,2,"MPP-2"
"47982","GR72-bcFUNO","GR72",2347,1042,6,"Ly-Prog-2"
"47983","GR72-bcIACH","GR72",2641,1068,2,"MPP-2"
"47984","GR72-bcAIDW","GR72",2709,1290,13,"E-Prog-3"
"47985","GR72-bcIAVO","GR72",2702,1033,9,"My-MPP"
"47986","GR72-bcFYIK","GR72",2431,971,0,"HSC"
"47987","GR72-bcEEMR","GR72",2512,1147,2,"MPP-2"
"47988","GR72-bcIJLF","GR72",2400,920,9,"My-MPP"
"47989","GR72-bcAOOR","GR72",2245,991,9,"My-MPP"
"47990","GR72-bcCAUC","GR72",2218,970,7,"G-Prog-2"
"47991","GR72-bcDLBM","GR72",2294,981,10,"Ly-Prog-1"
"47992","GR72-bcEGNK","GR72",2317,935,1,"MPP-1"
"47993","GR72-bcHDYF","GR72",2261,1069,1,"MPP-1"
"47994","GR72-bcEFDQ","GR72",1802,942,3,"Ly-Prog-4"
"47995","GR72-bcDSVA","GR72",2031,953,17,"Baso/Mast-Prog"
"47996","GR72-bcDZJD","GR72",2113,1078,14,"Mk/E-MPP"
"47997","GR72-bcETDH","GR72",1974,871,5,"G-Prog-1"
"47998","GR72-bcFNCF","GR72",2253,1018,15,"pDC-Prog"
"47999","GR72-bcAFRH","GR72",1910,1021,16,"Ly-Prog-5"
"48000","GR72-bcBQNC","GR72",1586,787,8,"Ly-Prog-3"
"48001","GR72-bcEVXS","GR72",1865,945,10,"Ly-Prog-1"
"48002","GR72-bcDEFU","GR72",1966,773,9,"My-MPP"
"48003","GR72-bcAESQ","GR72",1716,917,1,"MPP-1"
"48004","GR72-bcAPVU","GR72",1731,830,4,"E-Prog-1"
"48005","GR72-bcHHPK","GR72",1484,779,0,"HSC"
"48006","GR72-bcEFNZ","GR72",1593,795,8,"Ly-Prog-3"
"48007","GR72-bcACLP","GR72",1630,926,15,"pDC-Prog"
"48008","GR72-bcASFP","GR72",1428,769,19,"Mk-Prog"
"48009","GR72-bcAFVH","GR72",1307,668,9,"My-MPP"
"48010","GR72-bcDYTU","GR72",1453,696,10,"Ly-Prog-1"
"48011","GR72-bcABPE","GR72",1257,640,0,"HSC"
"48012","GR72-bcFEMP","GR72",1444,676,9,"My-MPP"
"48013","GR72-bcGLRQ","GR72",1585,755,13,"E-Prog-3"
"48014","GR72-bcBODJ","GR72",1293,725,1,"MPP-1"
"48015","GR72-bcBBTE","GR72",1255,674,13,"E-Prog-3"
"48016","GR72-bcDBLI","GR72",1522,707,4,"E-Prog-1"
"48017","GR72-bcGEJJ","GR72",788,489,9,"My-MPP"
"48018","GR72-bcIGWY","GR72",1096,564,13,"E-Prog-3"
"48019","GR72-bcBHUN","GR72",1319,588,9,"My-MPP"
"48020","GR72-bcCWPQ","GR72",1149,638,13,"E-Prog-3"
"48021","GR72-bcIISH","GR72",1078,422,9,"My-MPP"
"48022","GR72-bcHPNJ","GR72",1014,513,7,"G-Prog-2"
"48023","GR72-bcEIBH","GR72",807,454,4,"E-Prog-1"
"48024","GR72-bcGQFU","GR72",877,529,8,"Ly-Prog-3"
"48025","GR72-bcAUSV","GR72",1043,531,9,"My-MPP"
"48026","GR72-bcAHZG","GR72",762,486,4,"E-Prog-1"
"48027","GR72-bcEDOT","GR72",833,404,0,"HSC"
"48028","GR72-bcALFB","GR72",692,368,7,"G-Prog-2"
"48029","GR72-bcBCGL","GR72",818,413,9,"My-MPP"
"48030","GR72-bcAEEZ","GR72",683,379,8,"Ly-Prog-3"
"48031","GR72-bcIGFF","GR72",543,249,9,"My-MPP"
"48032","GR72-bcDGBG","GR72",664,210,9,"My-MPP"
"48033","GR72-bcAOWI","GR72",394,241,19,"Mk-Prog"
"48034","GR72-bcEYPL","GR72",15037,4001,20,"E-Prog-2"
"48035","GR72-bcIEGZ","GR72",13253,3707,11,"G-Prog-3"
"48036","GR72-bcIDNC","GR72",10727,3015,2,"MPP-2"
"48037","GR72-bcAUKF","GR72",10685,3169,4,"E-Prog-1"
"48038","GR72-bcCWSU","GR72",10706,3207,6,"Ly-Prog-2"
"48039","GR72-bcHHKH","GR72",10565,3205,20,"E-Prog-2"
"48040","GR72-bcCEZQ","GR72",9590,3041,19,"Mk-Prog"
"48041","GR72-bcGZZV","GR72",7820,2457,11,"G-Prog-3"
"48042","GR72-bcFQQS","GR72",9449,2756,5,"G-Prog-1"
"48043","GR72-bcFJDM","GR72",9292,2907,2,"MPP-2"
"48044","GR72-bcHKLX","GR72",8857,2671,13,"E-Prog-3"
"48045","GR72-bcGVEY","GR72",9876,2651,6,"Ly-Prog-2"
"48046","GR72-bcIGDD","GR72",7312,2645,6,"Ly-Prog-2"
"48047","GR72-bcCBPL","GR72",7273,2297,2,"MPP-2"
"48048","GR72-bcAKOC","GR72",8604,2862,2,"MPP-2"
"48049","GR72-bcDPIS","GR72",8052,2558,13,"E-Prog-3"
"48050","GR72-bcFXIP","GR72",7865,2515,6,"Ly-Prog-2"
"48051","GR72-bcICDW","GR72",7390,2329,4,"E-Prog-1"
"48052","GR72-bcCXPT","GR72",7392,2433,4,"E-Prog-1"
"48053","GR72-bcCSDX","GR72",7570,2624,20,"E-Prog-2"
"48054","GR72-bcBJII","GR72",7627,2368,2,"MPP-2"
"48055","GR72-bcHVVT","GR72",6834,2278,13,"E-Prog-3"
"48056","GR72-bcCWBQ","GR72",5560,2088,15,"pDC-Prog"
"48057","GR72-bcAWOW","GR72",5894,1915,11,"G-Prog-3"
"48058","GR72-bcCXDT","GR72",6870,2271,13,"E-Prog-3"
"48059","GR72-bcBLSF","GR72",6697,2213,2,"MPP-2"
"48060","GR72-bcBSTE","GR72",6548,2046,5,"G-Prog-1"
"48061","GR72-bcGLIQ","GR72",5633,1864,10,"Ly-Prog-1"
"48062","GR72-bcHEJF","GR72",6544,2135,5,"G-Prog-1"
"48063","GR72-bcFXRL","GR72",6015,2086,2,"MPP-2"
"48064","GR72-bcEIHO","GR72",2929,1183,7,"G-Prog-2"
"48065","GR72-bcFFJK","GR72",5923,2084,17,"Baso/Mast-Prog"
"48066","GR72-bcHAXB","GR72",5195,1947,2,"MPP-2"
"48067","GR72-bcAGEX","GR72",5171,1905,6,"Ly-Prog-2"
"48068","GR72-bcEDUA","GR72",6931,2172,13,"E-Prog-3"
"48069","GR72-bcAKPE","GR72",5649,2265,19,"Mk-Prog"
"48070","GR72-bcFLQF","GR72",5671,2042,1,"MPP-1"
"48071","GR72-bcFZJF","GR72",5945,1764,2,"MPP-2"
"48072","GR72-bcHDYH","GR72",5599,1940,17,"Baso/Mast-Prog"
"48073","GR72-bcBYEG","GR72",5789,2250,4,"E-Prog-1"
"48074","GR72-bcCMRS","GR72",5888,2086,12,"G/Mono-Prog"
"48075","GR72-bcFUEV","GR72",5572,2064,0,"HSC"
"48076","GR72-bcAAVJ","GR72",5779,1805,12,"G/Mono-Prog"
"48077","GR72-bcCDPJ","GR72",4906,1826,4,"E-Prog-1"
"48078","GR72-bcARPR","GR72",5272,1825,17,"Baso/Mast-Prog"
"48079","GR72-bcGWLL","GR72",5491,1971,20,"E-Prog-2"
