Cell,age
Samp42_bcBAJD,20wk
Samp42_bcAPZG,20wk
Samp42_bcGEXY,20wk
Samp42_bcDONH,20wk
Samp42_bcHRBF,20wk
Samp42_bcFECO,20wk
Samp42_bcFQDV,20wk
Samp42_bcBMAI,20wk
Samp42_bcESHB,20wk
Samp42_bcFLMP,20wk
Samp42_bcGTZA,20wk
Samp42_bcECBR,20wk
Samp42_bcDKFP,20wk
Samp42_bcIBMW,20wk
Samp42_bcIBBY,20wk
Samp42_bcBLZT,20wk
Samp42_bcFYZF,20wk
Samp42_bcCEHY,20wk
Samp42_bcHGQB,20wk
Samp42_bcFOSK,20wk
Samp42_bcGLNJ,20wk
Samp42_bcIGMW,20wk
Samp42_bcAIIZ,20wk
Samp42_bcBYSK,20wk
Samp42_bcGXKX,20wk
Samp42_bcEGYX,20wk
Samp42_bcHTBJ,20wk
Samp42_bcBJQG,20wk
Samp42_bcCVEO,20wk
Samp42_bcFJKA,20wk
Samp42_bcFDHW,20wk
Samp42_bcAMDH,20wk
Samp42_bcGGEL,20wk
Samp42_bcBWQB,20wk
Samp42_bcENMW,20wk
Samp42_bcBHWZ,20wk
Samp42_bcAEPF,20wk
Samp42_bcEECO,20wk
Samp42_bcHLII,20wk
Samp42_bcCENS,20wk
Samp42_bcETOW,20wk
Samp42_bcEGEB,20wk
Samp42_bcFMTN,20wk
Samp42_bcDVBT,20wk
Samp42_bcDKQJ,20wk
Samp42_bcCWSK,20wk
Samp42_bcDKZL,20wk
Samp42_bcFYIN,20wk
Samp42_bcGFSF,20wk
Samp42_bcETBG,20wk
Samp42_bcFPLC,20wk
Samp42_bcIEPB,20wk
Samp42_bcBMZW,20wk
Samp42_bcFZQH,20wk
Samp42_bcEGAV,20wk
Samp42_bcEDNB,20wk
Samp42_bcHGPD,20wk
Samp42_bcADUD,20wk
Samp42_bcGDUZ,20wk
Samp42_bcECCP,20wk
Samp42_bcDCPJ,20wk
Samp42_bcEHNC,20wk
Samp42_bcCFQK,20wk
Samp42_bcCLFS,20wk
Samp42_bcHLQH,20wk
Samp42_bcFRAT,20wk
Samp42_bcCBDC,20wk
Samp42_bcEIQY,20wk
Samp42_bcBSJS,20wk
Samp42_bcEKBR,20wk
Samp42_bcDQUG,20wk
Samp42_bcEEHT,20wk
Samp42_bcCXZO,20wk
Samp42_bcHQDI,20wk
Samp42_bcDNVN,20wk
Samp42_bcDTZB,20wk
Samp42_bcDWWN,20wk
Samp42_bcAQSU,20wk
Samp42_bcGSWE,20wk
Samp42_bcGBPE,20wk
Samp42_bcDJZU,20wk
Samp42_bcHEZV,20wk
Samp42_bcEYFJ,20wk
Samp42_bcEOOO,20wk
Samp42_bcHYHH,20wk
Samp42_bcHEHA,20wk
Samp42_bcDFCG,20wk
Samp42_bcBFZL,20wk
Samp42_bcBCSA,20wk
Samp42_bcHDPE,20wk
Samp42_bcEAWH,20wk
Samp42_bcGHYU,20wk
Samp42_bcAAMB,20wk
Samp42_bcHZVL,20wk
Samp42_bcFNVV,20wk
Samp42_bcAYSS,20wk
Samp42_bcDODY,20wk
Samp42_bcBBAW,20wk
Samp42_bcCCPW,20wk
Samp42_bcIFAY,20wk
Samp42_bcFTIQ,20wk
Samp42_bcENZQ,20wk
Samp42_bcHXYU,20wk
Samp42_bcBVMN,20wk
Samp42_bcBZRD,20wk
Samp42_bcGYHU,20wk
Samp42_bcHIAT,20wk
Samp42_bcACEO,20wk
Samp42_bcGNQW,20wk
Samp42_bcFNOX,20wk
Samp42_bcEDGE,20wk
Samp42_bcDSYQ,20wk
Samp42_bcFTXF,20wk
Samp42_bcDMUL,20wk
Samp42_bcAQFF,20wk
Samp42_bcGXKY,20wk
Samp42_bcAVGM,20wk
Samp42_bcBRJB,20wk
Samp42_bcGMIH,20wk
Samp42_bcFUQA,20wk
Samp42_bcFTDU,20wk
Samp42_bcFSDJ,20wk
Samp42_bcFLUV,20wk
Samp42_bcHRFD,20wk
Samp42_bcGRIL,20wk
Samp42_bcGJJH,20wk
Samp42_bcDYQT,20wk
Samp42_bcDUNX,20wk
Samp42_bcBXTU,20wk
Samp42_bcCKQB,20wk
Samp42_bcAOUI,20wk
Samp42_bcCPSF,20wk
Samp42_bcBXOR,20wk
Samp42_bcIFEQ,20wk
Samp42_bcEQQK,20wk
Samp42_bcCBRU,20wk
Samp42_bcFOFA,20wk
Samp42_bcFMXR,20wk
Samp42_bcANLZ,20wk
Samp42_bcAVGW,20wk
Samp42_bcFBLC,20wk
Samp42_bcGCVH,20wk
Samp42_bcFLTB,20wk
Samp42_bcHBHK,20wk
Samp42_bcEVED,20wk
Samp42_bcFYFQ,20wk
Samp42_bcFQAQ,20wk
Samp42_bcIECR,20wk
Samp42_bcFWIV,20wk
Samp42_bcBNMZ,20wk
Samp42_bcAYEN,20wk
Samp42_bcCNWS,20wk
Samp42_bcGRLC,20wk
Samp42_bcDGCS,20wk
Samp42_bcHBBP,20wk
Samp42_bcAABW,20wk
Samp42_bcBTJG,20wk
Samp42_bcDCFL,20wk
Samp42_bcAJAZ,20wk
Samp42_bcFSZX,20wk
Samp42_bcHWZF,20wk
Samp42_bcGIYZ,20wk
Samp42_bcDZCD,20wk
Samp42_bcFYET,20wk
Samp42_bcBZOI,20wk
Samp42_bcGSXL,20wk
Samp42_bcIDIL,20wk
Samp42_bcADHK,20wk
Samp42_bcERHO,20wk
Samp42_bcHYFP,20wk
Samp42_bcBSFC,20wk
Samp42_bcDSTP,20wk
Samp42_bcCXXT,20wk
Samp42_bcFEKL,20wk
Samp42_bcBHVR,20wk
Samp42_bcCRSK,20wk
Samp42_bcDSVP,20wk
Samp42_bcEWNP,20wk
Samp42_bcATKS,20wk
Samp42_bcEXQG,20wk
Samp42_bcGOME,20wk
Samp42_bcGRZM,20wk
Samp42_bcEBFK,20wk
Samp42_bcDXIW,20wk
Samp42_bcHCZE,20wk
Samp42_bcIHOX,20wk
Samp42_bcEDGU,20wk
Samp42_bcDCLQ,20wk
Samp42_bcGOSR,20wk
Samp42_bcFMKH,20wk
Samp42_bcGCGO,20wk
Samp42_bcHSYW,20wk
Samp42_bcIHZJ,20wk
Samp42_bcCFEI,20wk
Samp42_bcGTCJ,20wk
Samp42_bcBRMI,20wk
Samp42_bcFEXA,20wk
Samp42_bcGYWA,20wk
Samp42_bcAHMU,20wk
Samp42_bcCLBW,20wk
Samp42_bcDQCL,20wk
Samp42_bcFBPK,20wk
Samp42_bcGROG,20wk
Samp42_bcECAU,20wk
Samp42_bcDKNH,20wk
Samp42_bcFIQE,20wk
Samp42_bcFSST,20wk
Samp42_bcDLTT,20wk
Samp42_bcICMJ,20wk
Samp42_bcCMOE,20wk
Samp42_bcGDGT,20wk
Samp42_bcHUPE,20wk
Samp42_bcBAYQ,20wk
Samp42_bcEYVO,20wk
Samp42_bcGXUU,20wk
Samp42_bcGXWG,20wk
Samp42_bcATAR,20wk
Samp42_bcBCPX,20wk
Samp42_bcDFHM,20wk
Samp42_bcDKKO,20wk
Samp42_bcEZLB,20wk
Samp42_bcEOLW,20wk
Samp42_bcBZYG,20wk
Samp42_bcHIWW,20wk
Samp42_bcGGLO,20wk
Samp42_bcBJAX,20wk
Samp42_bcBTUF,20wk
Samp42_bcADBF,20wk
Samp42_bcEPUT,20wk
Samp42_bcBGCR,20wk
Samp42_bcGBRY,20wk
Samp42_bcFAMN,20wk
Samp42_bcIJYP,20wk
Samp42_bcEPRL,20wk
Samp42_bcHHSB,20wk
Samp42_bcGXHL,20wk
Samp42_bcDTFS,20wk
Samp42_bcHQKJ,20wk
Samp42_bcIAGJ,20wk
Samp42_bcGAHI,20wk
Samp42_bcDEEI,20wk
Samp42_bcHNXU,20wk
Samp42_bcIARC,20wk
Samp42_bcCAEH,20wk
Samp42_bcBBQT,20wk
Samp42_bcDDNL,20wk
Samp42_bcGEZB,20wk
Samp42_bcFKXZ,20wk
Samp42_bcHNBR,20wk
Samp42_bcCYIT,20wk
Samp42_bcCKYM,20wk
Samp42_bcBGYP,20wk
Samp42_bcEHMV,20wk
Samp42_bcHGWQ,20wk
Samp42_bcCVPB,20wk
Samp42_bcHJQG,20wk
Samp42_bcHWMC,20wk
Samp42_bcGZZZ,20wk
Samp42_bcICTD,20wk
Samp42_bcGWSU,20wk
Samp42_bcCCLM,20wk
Samp42_bcHXBM,20wk
Samp42_bcFKRN,20wk
Samp42_bcHCRP,20wk
Samp42_bcASAD,20wk
Samp42_bcBPJP,20wk
Samp42_bcGMPC,20wk
Samp42_bcEJFZ,20wk
Samp42_bcCVAP,20wk
Samp42_bcADIS,20wk
Samp42_bcCMZK,20wk
Samp42_bcHKKM,20wk
Samp42_bcGXWY,20wk
Samp42_bcFTAG,20wk
Samp42_bcIFFE,20wk
Samp42_bcDOCP,20wk
Samp42_bcHWUQ,20wk
Samp42_bcGBAU,20wk
Samp42_bcFRJQ,20wk
Samp42_bcEDJX,20wk
Samp42_bcIIUM,20wk
Samp42_bcCLEU,20wk
Samp42_bcHRJB,20wk
Samp42_bcCKSI,20wk
Samp42_bcAGEV,20wk
Samp42_bcAWGQ,20wk
Samp42_bcBJDS,20wk
Samp42_bcFDUI,20wk
Samp42_bcERFW,20wk
Samp42_bcEHEB,20wk
Samp42_bcACEK,20wk
Samp42_bcIAGY,20wk
Samp42_bcGOBR,20wk
Samp42_bcAOVC,20wk
Samp42_bcCQYL,20wk
Samp42_bcCBZO,20wk
Samp42_bcAGCG,20wk
Samp42_bcHEBV,20wk
Samp42_bcFKUQ,20wk
Samp42_bcAYPF,20wk
Samp42_bcDDAK,20wk
Samp42_bcEVQZ,20wk
Samp42_bcGZPZ,20wk
Samp42_bcBFZH,20wk
Samp42_bcBEZA,20wk
Samp42_bcIJWI,20wk
Samp42_bcCOGD,20wk
Samp42_bcHFCH,20wk
Samp42_bcAKJR,20wk
Samp42_bcAPNU,20wk
Samp42_bcGGOC,20wk
Samp42_bcAEXH,20wk
Samp42_bcGVDC,20wk
Samp42_bcAPSN,20wk
Samp42_bcFASO,20wk
Samp42_bcERNP,20wk
Samp42_bcEEJW,20wk
Samp42_bcESXN,20wk
Samp42_bcDQKJ,20wk
Samp42_bcEWBI,20wk
Samp42_bcHVMO,20wk
Samp42_bcHPFJ,20wk
Samp42_bcENTM,20wk
Samp42_bcGKVY,20wk
Samp42_bcFSZL,20wk
Samp42_bcFAGP,20wk
Samp42_bcACIM,20wk
Samp42_bcDWYN,20wk
Samp42_bcIIGE,20wk
Samp42_bcENJE,20wk
Samp42_bcAHAB,20wk
Samp42_bcAWHN,20wk
Samp42_bcGOBG,20wk
Samp42_bcEAJD,20wk
Samp42_bcHDZA,20wk
Samp42_bcARJA,20wk
Samp42_bcFAFT,20wk
Samp42_bcCTRA,20wk
Samp42_bcAWCV,20wk
Samp42_bcCABT,20wk
Samp42_bcBLYQ,20wk
Samp42_bcHEKI,20wk
Samp42_bcGUST,20wk
Samp42_bcHCFQ,20wk
Samp42_bcGBPW,20wk
Samp42_bcDAAL,20wk
Samp42_bcGKQF,20wk
Samp42_bcDTIM,20wk
Samp42_bcBOCZ,20wk
Samp42_bcHIPD,20wk
Samp42_bcCKNM,20wk
Samp42_bcBSMW,20wk
Samp42_bcEQYL,20wk
Samp42_bcGVCZ,20wk
Samp42_bcANPB,20wk
Samp42_bcAGSA,20wk
Samp42_bcIHZO,20wk
Samp42_bcBWCD,20wk
Samp42_bcEKPG,20wk
Samp42_bcEMVX,20wk
Samp42_bcDNPR,20wk
Samp42_bcGQHN,20wk
Samp42_bcHXZN,20wk
Samp42_bcBKCV,20wk
Samp42_bcFPGH,20wk
Samp42_bcFWNY,20wk
Samp42_bcFPAH,20wk
Samp42_bcCWQH,20wk
Samp42_bcDLBB,20wk
Samp42_bcIBNW,20wk
Samp42_bcIJJP,20wk
Samp42_bcAYQP,20wk
Samp42_bcFHWE,20wk
Samp42_bcIJYQ,20wk
Samp42_bcALDP,20wk
Samp42_bcDJJA,20wk
Samp42_bcHSEF,20wk
Samp42_bcHAJE,20wk
Samp42_bcAAMZ,20wk
Samp42_bcGOKA,20wk
Samp42_bcEXOR,20wk
Samp42_bcHJGT,20wk
Samp42_bcACSJ,20wk
Samp42_bcCFDK,20wk
Samp42_bcHORM,20wk
Samp42_bcGXPB,20wk
Samp42_bcEXDS,20wk
Samp42_bcGFQP,20wk
Samp42_bcCTDU,20wk
Samp42_bcHXGV,20wk
Samp42_bcBELS,20wk
Samp42_bcFKZK,20wk
Samp42_bcGUFH,20wk
Samp42_bcHVRT,20wk
Samp42_bcAABO,20wk
Samp42_bcFHOU,20wk
Samp42_bcGTYG,20wk
Samp42_bcBVBZ,20wk
Samp42_bcEWOW,20wk
Samp42_bcGDKT,20wk
Samp42_bcHUXL,20wk
Samp42_bcHMNV,20wk
Samp42_bcCNSM,20wk
Samp42_bcEIPN,20wk
Samp42_bcCUZX,20wk
Samp42_bcACND,20wk
Samp42_bcBMMU,20wk
Samp42_bcIHNP,20wk
Samp42_bcDBZD,20wk
Samp42_bcBGYO,20wk
Samp42_bcGFOH,20wk
Samp42_bcAXJW,20wk
Samp42_bcHZLZ,20wk
Samp42_bcBZTT,20wk
Samp42_bcESWK,20wk
Samp42_bcHVXO,20wk
Samp42_bcBFWP,20wk
Samp42_bcGWHB,20wk
Samp42_bcEXWS,20wk
Samp42_bcADEU,20wk
Samp42_bcAOLE,20wk
Samp42_bcHZAJ,20wk
Samp42_bcCJCZ,20wk
Samp42_bcHAKA,20wk
Samp42_bcDZWL,20wk
Samp42_bcBOQI,20wk
Samp42_bcGRLS,20wk
Samp42_bcIJQH,20wk
Samp42_bcDXRZ,20wk
Samp42_bcACAM,20wk
Samp42_bcHNBX,20wk
Samp42_bcHLQM,20wk
Samp42_bcHCRA,20wk
Samp42_bcFQXZ,20wk
Samp42_bcBRQC,20wk
Samp42_bcDNYD,20wk
Samp42_bcGCBD,20wk
Samp42_bcGWQU,20wk
Samp42_bcEQQM,20wk
Samp42_bcCKOU,20wk
Samp42_bcALMO,20wk
Samp42_bcGHOO,20wk
Samp42_bcGQJE,20wk
Samp42_bcASKQ,20wk
Samp42_bcFQYA,20wk
Samp42_bcABMQ,20wk
Samp42_bcEYDG,20wk
Samp42_bcFZLY,20wk
Samp42_bcCZBP,20wk
Samp42_bcFZZB,20wk
Samp42_bcGTOB,20wk
Samp42_bcCYGN,20wk
Samp42_bcGDHR,20wk
Samp42_bcFLKN,20wk
Samp42_bcACJE,20wk
Samp42_bcHWVC,20wk
Samp42_bcEVDK,20wk
Samp42_bcAGCF,20wk
Samp42_bcBOQZ,20wk
Samp42_bcBUCR,20wk
Samp42_bcHXNS,20wk
Samp42_bcEHJG,20wk
Samp42_bcDQVD,20wk
Samp42_bcGQHA,20wk
Samp42_bcDFAG,20wk
Samp42_bcFVVT,20wk
Samp42_bcIBVV,20wk
Samp42_bcDXOP,20wk
Samp42_bcBJEW,20wk
Samp42_bcHSMF,20wk
Samp42_bcFDCK,20wk
Samp42_bcFJKN,20wk
Samp42_bcEVWD,20wk
Samp42_bcEWKE,20wk
Samp42_bcDCBC,20wk
Samp42_bcGHMU,20wk
Samp42_bcCZLP,20wk
Samp42_bcACJY,20wk
Samp42_bcENFT,20wk
Samp42_bcACEJ,20wk
Samp42_bcALUN,20wk
Samp42_bcFUJC,20wk
Samp42_bcFNTQ,20wk
Samp42_bcDKEZ,20wk
Samp42_bcEMQA,20wk
Samp42_bcEVJA,20wk
Samp42_bcHZXL,20wk
Samp42_bcFSHY,20wk
Samp42_bcAQYQ,20wk
Samp42_bcDDAI,20wk
Samp42_bcFPQC,20wk
Samp42_bcGDWF,20wk
Samp42_bcAASF,20wk
Samp42_bcGKBN,20wk
Samp42_bcHNWX,20wk
Samp42_bcFNXW,20wk
Samp42_bcERKT,20wk
Samp42_bcHFPO,20wk
Samp42_bcGJEF,20wk
Samp42_bcAWVL,20wk
Samp42_bcHGAZ,20wk
Samp42_bcEMWO,20wk
Samp42_bcEISE,20wk
Samp42_bcEXBJ,20wk
Samp42_bcEOEH,20wk
Samp42_bcGECX,20wk
Samp42_bcCWNS,20wk
Samp42_bcFBHR,20wk
Samp42_bcHXVX,20wk
Samp42_bcBGDF,20wk
Samp42_bcBGGZ,20wk
Samp42_bcCSWW,20wk
Samp42_bcAMAX,20wk
Samp42_bcAQHZ,20wk
Samp42_bcATMZ,20wk
Samp42_bcCPXS,20wk
Samp42_bcFFGQ,20wk
Samp42_bcFDID,20wk
Samp42_bcEUEY,20wk
Samp42_bcBCWS,20wk
Samp42_bcGTJI,20wk
Samp42_bcFELT,20wk
Samp42_bcFAVE,20wk
Samp42_bcFYCR,20wk
Samp42_bcALSM,20wk
Samp42_bcHDNV,20wk
Samp42_bcEQZE,20wk
Samp42_bcFRRX,20wk
Samp42_bcHUKQ,20wk
Samp42_bcFPWR,20wk
Samp42_bcBJJZ,20wk
Samp42_bcEAEV,20wk
Samp42_bcGPCV,20wk
Samp42_bcFVLB,20wk
Samp42_bcFXQM,20wk
Samp42_bcGVAO,20wk
Samp42_bcGFXG,20wk
Samp42_bcIITG,20wk
Samp42_bcFXFZ,20wk
Samp42_bcHIVM,20wk
Samp42_bcGNLG,20wk
Samp42_bcICQX,20wk
Samp42_bcBBOC,20wk
Samp42_bcFXRO,20wk
Samp42_bcAOWE,20wk
Samp42_bcBWZG,20wk
Samp42_bcBMAZ,20wk
Samp42_bcEPEF,20wk
Samp42_bcGZUW,20wk
Samp42_bcGGWM,20wk
Samp42_bcGXBH,20wk
Samp42_bcAZTG,20wk
Samp42_bcAMBH,20wk
Samp42_bcHCVQ,20wk
Samp42_bcHIWT,20wk
Samp42_bcCVLF,20wk
Samp42_bcHWCZ,20wk
Samp42_bcGWTU,20wk
Samp42_bcHKLY,20wk
Samp42_bcEUSX,20wk
Samp42_bcGEUD,20wk
Samp42_bcDDWL,20wk
Samp42_bcEUHC,20wk
Samp42_bcEPMA,20wk
Samp42_bcFWQB,20wk
Samp42_bcBFND,20wk
Samp42_bcDCHY,20wk
Samp42_bcAUQB,20wk
Samp42_bcFMMX,20wk
Samp42_bcHFGB,20wk
Samp42_bcEDCO,20wk
Samp42_bcAQXN,20wk
Samp42_bcEIHR,20wk
Samp42_bcHJMY,20wk
Samp42_bcHGWD,20wk
Samp42_bcCEDH,20wk
Samp42_bcFRHN,20wk
Samp42_bcASTJ,20wk
Samp42_bcCNUL,20wk
Samp42_bcELAP,20wk
Samp42_bcESSA,20wk
Samp42_bcFHVI,20wk
Samp42_bcCZBH,20wk
Samp42_bcFPJX,20wk
Samp42_bcICRU,20wk
Samp42_bcCPYI,20wk
Samp42_bcBRRA,20wk
Samp42_bcBBBK,20wk
Samp42_bcHKNN,20wk
Samp42_bcGPFH,20wk
Samp42_bcGEYX,20wk
Samp42_bcEKRX,20wk
Samp42_bcAKEX,20wk
Samp42_bcCGGQ,20wk
Samp42_bcGUNP,20wk
Samp42_bcHXFQ,20wk
Samp42_bcIJHP,20wk
Samp42_bcADOU,20wk
Samp42_bcEPTS,20wk
Samp42_bcGREW,20wk
Samp42_bcEAIM,20wk
Samp42_bcBLZA,20wk
Samp42_bcGFZX,20wk
Samp42_bcBJVR,20wk
Samp42_bcBFYK,20wk
Samp42_bcDPMN,20wk
Samp42_bcFYLB,20wk
Samp42_bcGHOC,20wk
Samp42_bcAJUB,20wk
Samp42_bcGMUY,20wk
Samp42_bcDOHX,20wk
Samp42_bcDBPG,20wk
Samp42_bcABXF,20wk
Samp42_bcFGMW,20wk
Samp42_bcGQDC,20wk
Samp42_bcIJDM,20wk
Samp42_bcDZIM,20wk
Samp42_bcBYRU,20wk
Samp42_bcCZQJ,20wk
Samp42_bcFVVB,20wk
Samp42_bcADET,20wk
Samp42_bcIHOL,20wk
Samp42_bcCZIC,20wk
Samp42_bcFGKK,20wk
Samp42_bcHZCD,20wk
Samp42_bcAUNK,20wk
Samp42_bcBVID,20wk
Samp42_bcCTFP,20wk
Samp42_bcHBRI,20wk
Samp42_bcHYXA,20wk
Samp42_bcGKKD,20wk
Samp42_bcBWXN,20wk
Samp42_bcHANJ,20wk
Samp42_bcFGNH,20wk
Samp42_bcFHWU,20wk
Samp42_bcGGYB,20wk
Samp42_bcBTQA,20wk
Samp42_bcFANQ,20wk
Samp42_bcHAZX,20wk
Samp42_bcGECH,20wk
Samp42_bcCOBJ,20wk
Samp42_bcAXBQ,20wk
Samp42_bcHVCG,20wk
Samp42_bcFDZP,20wk
Samp42_bcHNMI,20wk
Samp42_bcAWZX,20wk
Samp42_bcFJQB,20wk
Samp42_bcGCWO,20wk
Samp42_bcBAAH,20wk
Samp42_bcBACS,20wk
Samp42_bcAGLX,20wk
Samp42_bcHYDO,20wk
Samp42_bcEQIN,20wk
Samp42_bcEHUE,20wk
Samp42_bcHSLU,20wk
Samp42_bcEXPJ,20wk
Samp42_bcAWNU,20wk
Samp42_bcBLXC,20wk
Samp42_bcHJZU,20wk
Samp42_bcHJWJ,20wk
Samp42_bcIGHX,20wk
Samp42_bcDCUB,20wk
Samp42_bcGLTM,20wk
Samp42_bcHLZD,20wk
Samp42_bcBSTO,20wk
Samp42_bcBZDQ,20wk
Samp42_bcCCPT,20wk
Samp42_bcFHGB,20wk
Samp42_bcFCNV,20wk
Samp42_bcBNJJ,20wk
Samp42_bcDWNR,20wk
Samp42_bcGBDJ,20wk
Samp42_bcEVNE,20wk
Samp42_bcAXBU,20wk
Samp42_bcENPS,20wk
Samp42_bcIBEI,20wk
Samp42_bcHUTL,20wk
Samp42_bcANFN,20wk
Samp42_bcHMEF,20wk
Samp42_bcBJBK,20wk
Samp42_bcCOXO,20wk
Samp42_bcIAOE,20wk
Samp42_bcFXEN,20wk
Samp42_bcHORZ,20wk
Samp42_bcHWQU,20wk
Samp42_bcENLX,20wk
Samp42_bcCLLB,20wk
Samp42_bcBVQW,20wk
Samp42_bcBMOB,20wk
Samp42_bcGHXT,20wk
Samp42_bcFTCQ,20wk
Samp42_bcGVXO,20wk
Samp42_bcEGSJ,20wk
Samp42_bcHULR,20wk
Samp42_bcFXOX,20wk
Samp42_bcEGFJ,20wk
Samp42_bcDKNC,20wk
Samp42_bcGCHL,20wk
Samp42_bcCTEB,20wk
Samp42_bcFNCU,20wk
Samp42_bcARID,20wk
Samp42_bcAXSU,20wk
Samp42_bcEWCG,20wk
Samp42_bcBBUS,20wk
Samp42_bcGIXV,20wk
Samp42_bcCZBS,20wk
Samp42_bcFDKM,20wk
Samp42_bcEHVJ,20wk
Samp42_bcHFCK,20wk
Samp42_bcANHT,20wk
Samp42_bcFLQU,20wk
Samp42_bcHTKU,20wk
Samp42_bcEZRH,20wk
Samp42_bcBBTC,20wk
Samp42_bcGBQE,20wk
Samp42_bcDXSS,20wk
Samp42_bcAFLW,20wk
Samp42_bcBLHA,20wk
Samp42_bcAXTQ,20wk
Samp42_bcECPR,20wk
Samp42_bcICPF,20wk
Samp42_bcGPBJ,20wk
Samp42_bcADPB,20wk
Samp42_bcEMBO,20wk
Samp42_bcIFWX,20wk
Samp42_bcFHNZ,20wk
Samp42_bcFFFN,20wk
Samp42_bcBBUJ,20wk
Samp42_bcBCRU,20wk
Samp42_bcFMQE,20wk
Samp42_bcEVJQ,20wk
Samp42_bcAAFJ,20wk
Samp42_bcBWLQ,20wk
Samp42_bcBXJW,20wk
Samp42_bcBUIA,20wk
Samp42_bcGNLV,20wk
Samp42_bcHJCE,20wk
Samp42_bcFIVV,20wk
Samp42_bcCXHV,20wk
Samp42_bcIIJJ,20wk
Samp42_bcFHOZ,20wk
Samp42_bcFVVE,20wk
Samp42_bcHICU,20wk
Samp42_bcENTZ,20wk
Samp42_bcGIOD,20wk
Samp42_bcBGFL,20wk
Samp42_bcGZKD,20wk
Samp42_bcFDIO,20wk
Samp42_bcHSQU,20wk
Samp42_bcDIEJ,20wk
Samp42_bcFBXN,20wk
Samp42_bcERYM,20wk
Samp42_bcGJKP,20wk
Samp42_bcDWIT,20wk
Samp42_bcHLYI,20wk
Samp42_bcAIUH,20wk
Samp42_bcBJKN,20wk
Samp42_bcBECT,20wk
Samp42_bcDYBR,20wk
Samp42_bcBVUV,20wk
Samp42_bcDQCU,20wk
Samp42_bcARKF,20wk
Samp42_bcGCSN,20wk
Samp42_bcHXRA,20wk
Samp42_bcEQQH,20wk
Samp42_bcHYQJ,20wk
Samp42_bcFOJV,20wk
Samp42_bcBHHF,20wk
Samp42_bcIJKC,20wk
Samp42_bcDXKI,20wk
Samp42_bcEUBI,20wk
Samp42_bcENRM,20wk
Samp42_bcHSCJ,20wk
Samp42_bcBCJO,20wk
Samp42_bcFUSP,20wk
Samp42_bcAUBR,20wk
Samp42_bcHIYQ,20wk
Samp42_bcGABZ,20wk
Samp42_bcELHM,20wk
Samp42_bcAOEC,20wk
Samp42_bcGBUY,20wk
Samp42_bcDQBB,20wk
Samp42_bcHXGC,20wk
Samp42_bcAYIM,20wk
Samp42_bcBDTN,20wk
Samp42_bcCBVE,20wk
Samp42_bcBWSA,20wk
Samp42_bcAQDI,20wk
Samp42_bcHTCF,20wk
Samp42_bcGILP,20wk
Samp42_bcBRRG,20wk
Samp42_bcACUQ,20wk
Samp42_bcHZMT,20wk
Samp42_bcHNQB,20wk
Samp42_bcGZYN,20wk
Samp42_bcEQQC,20wk
Samp42_bcHUND,20wk
Samp42_bcBKDN,20wk
Samp42_bcATCM,20wk
Samp42_bcFKCD,20wk
Samp42_bcHUBH,20wk
Samp42_bcHGZF,20wk
Samp42_bcCECF,20wk
Samp42_bcAXDF,20wk
Samp42_bcDRSX,20wk
Samp42_bcFSDY,20wk
Samp42_bcBFAX,20wk
Samp42_bcEJON,20wk
Samp42_bcGJYG,20wk
Samp42_bcEHFZ,20wk
Samp42_bcCGGI,20wk
Samp42_bcHQLB,20wk
Samp42_bcGLEC,20wk
Samp42_bcGDKX,20wk
Samp42_bcFEYY,20wk
Samp42_bcFPEL,20wk
Samp42_bcBENW,20wk
Samp42_bcBEGR,20wk
Samp42_bcFSLB,20wk
Samp42_bcCRPT,20wk
Samp42_bcICEO,20wk
Samp42_bcANRK,20wk
Samp42_bcETCK,20wk
Samp42_bcANIL,20wk
Samp42_bcEXKU,20wk
Samp42_bcCJRY,20wk
Samp42_bcDTIS,20wk
Samp42_bcGSTO,20wk
Samp42_bcGCZI,20wk
Samp42_bcGWGH,20wk
Samp42_bcEKLC,20wk
Samp42_bcIGDN,20wk
Samp42_bcAIQO,20wk
Samp42_bcEISI,20wk
Samp42_bcAIAS,20wk
Samp42_bcHXMD,20wk
Samp42_bcABJF,20wk
Samp42_bcHMFB,20wk
Samp42_bcGVFB,20wk
Samp42_bcFFOU,20wk
Samp42_bcCJXU,20wk
Samp42_bcCYAN,20wk
Samp42_bcALOH,20wk
Samp42_bcDGNA,20wk
Samp42_bcETYV,20wk
Samp42_bcBMLG,20wk
Samp42_bcEAJA,20wk
Samp42_bcHKKK,20wk
Samp42_bcFPJI,20wk
Samp42_bcAGDS,20wk
Samp42_bcGCBS,20wk
Samp42_bcBOQT,20wk
Samp42_bcHHKY,20wk
Samp42_bcEUNU,20wk
Samp42_bcCCOU,20wk
Samp42_bcEOAP,20wk
Samp42_bcAFUQ,20wk
Samp42_bcIJJY,20wk
Samp42_bcIJJK,20wk
Samp42_bcCPOH,20wk
Samp42_bcFJLX,20wk
Samp42_bcHACL,20wk
Samp42_bcCSJZ,20wk
Samp42_bcGWJK,20wk
Samp42_bcCJHQ,20wk
Samp42_bcGSSO,20wk
Samp42_bcBSXO,20wk
Samp42_bcBOYZ,20wk
Samp42_bcGTKD,20wk
Samp42_bcBCZP,20wk
Samp42_bcFVCD,20wk
Samp42_bcGSVS,20wk
Samp42_bcEZXI,20wk
Samp42_bcDTFA,20wk
Samp42_bcDRHP,20wk
