Cell,sink
Samp21_bcDWVP,False
Samp21_bcFAWP,False
Samp21_bcCYWC,False
Samp21_bcEQFQ,False
Samp21_bcEHTQ,False
Samp21_bcHCVB,False
Samp21_bcFOMG,False
Samp21_bcCFDP,False
Samp21_bcDQNM,False
Samp21_bcDAXI,False
Samp21_bcEKXJ,False
Samp21_bcDXQS,False
Samp21_bcBWRM,False
Samp21_bcDKIM,False
Samp21_bcGQKK,False
Samp21_bcBMFS,False
Samp21_bcAZWE,False
Samp21_bcBQJN,False
Samp21_bcGFIM,False
Samp21_bcFPAB,False
Samp21_bcANYV,False
Samp21_bcHGIX,True
Samp21_bcFRAT,False
Samp21_bcHEOA,False
Samp21_bcHEHW,False
Samp21_bcHRXZ,False
Samp21_bcGWOD,False
Samp21_bcHPBC,False
Samp21_bcESXG,False
Samp21_bcIDJD,False
Samp21_bcASOQ,False
Samp21_bcCNEW,False
Samp21_bcGNUM,False
Samp21_bcIGRS,False
Samp21_bcDDRQ,False
Samp21_bcFPVC,False
Samp21_bcEAJP,False
Samp21_bcDUMU,False
Samp21_bcICEN,False
Samp21_bcGFJV,False
Samp21_bcFVDJ,False
Samp21_bcHRON,False
Samp21_bcAIUY,False
Samp21_bcAQUU,False
Samp21_bcGRZR,False
Samp21_bcGCFJ,False
Samp21_bcFMCL,False
Samp21_bcBXAY,False
Samp21_bcDAID,False
Samp21_bcBBLG,True
Samp21_bcEIQV,False
Samp21_bcAPAA,False
Samp21_bcIHAA,False
Samp21_bcIHZO,False
Samp21_bcAYKW,False
Samp21_bcCGDU,False
Samp21_bcCIMY,False
Samp21_bcDGHU,False
Samp21_bcIGMH,False
Samp21_bcAAIR,False
Samp21_bcDCFY,False
Samp21_bcDKYE,False
Samp21_bcFWPP,False
Samp21_bcEIZK,False
Samp21_bcAGTY,False
Samp21_bcCMCV,True
Samp21_bcGDQZ,False
Samp21_bcABPI,False
Samp21_bcFGIX,False
Samp21_bcEHQE,False
Samp21_bcGIGN,False
Samp21_bcDNXD,False
Samp21_bcAUBH,False
Samp21_bcHSXR,False
Samp21_bcCQXB,False
Samp21_bcHXRN,False
Samp21_bcGCIG,False
Samp21_bcEVAJ,False
Samp21_bcFDGV,False
Samp21_bcAXWK,False
Samp21_bcFPIM,False
Samp21_bcBJND,False
Samp21_bcFEYU,False
Samp21_bcFBJP,False
Samp21_bcGLCV,False
Samp21_bcHJYG,False
Samp21_bcBQOI,False
Samp21_bcDBVH,False
Samp21_bcGOAE,True
Samp21_bcGQEZ,True
Samp21_bcGYDY,False
Samp21_bcIFFA,False
Samp21_bcBWNH,False
Samp21_bcHZQJ,False
Samp21_bcFIWM,False
Samp21_bcEQXQ,False
Samp21_bcIFWW,False
Samp21_bcGHMF,False
Samp21_bcGQRE,False
Samp21_bcHYXU,False
Samp21_bcIBEQ,False
Samp21_bcHPHL,False
Samp21_bcFNVM,False
Samp21_bcGBJH,False
Samp21_bcBJCO,False
Samp21_bcICEC,False
Samp21_bcCMOS,False
Samp21_bcFBGL,False
Samp21_bcAOAY,False
Samp21_bcGBWN,False
Samp21_bcEOXU,False
Samp21_bcFPXU,False
Samp21_bcFNCR,False
Samp21_bcERYJ,False
Samp21_bcGPTS,False
Samp21_bcGWXR,False
Samp21_bcDULE,False
Samp21_bcIBJG,False
Samp21_bcCEOZ,False
Samp21_bcAFNB,False
Samp21_bcEEJT,False
Samp21_bcFNHJ,False
Samp21_bcDZNF,False
Samp21_bcHTDR,False
Samp21_bcDJQU,False
Samp21_bcCHAM,False
Samp21_bcFUDC,False
Samp21_bcAXTP,False
Samp21_bcDOFV,False
Samp21_bcAFMY,False
Samp21_bcIBQL,False
Samp21_bcIFTJ,False
Samp21_bcEHKM,False
Samp21_bcHUHJ,False
Samp21_bcDEWL,False
Samp21_bcGQQI,False
Samp21_bcFTMG,False
Samp21_bcETAQ,False
Samp21_bcGOWM,False
Samp21_bcCHVC,False
Samp21_bcEYSY,False
Samp21_bcBKNF,False
Samp21_bcIDFE,False
Samp21_bcAEKB,False
Samp21_bcGUUK,False
Samp21_bcAAGS,False
Samp21_bcGCQO,False
Samp21_bcDOAO,False
Samp21_bcBQEE,False
Samp21_bcFEBN,False
Samp21_bcAUQL,False
Samp21_bcGDZX,False
Samp21_bcFWOZ,False
Samp21_bcAYNG,False
Samp21_bcDZAH,False
Samp21_bcAHEW,False
Samp21_bcFFUA,False
Samp21_bcDJMV,False
Samp21_bcEYAN,False
Samp21_bcDUCG,False
Samp21_bcGBHP,False
Samp21_bcAMBH,False
Samp21_bcAUYM,False
Samp21_bcCHED,False
Samp21_bcBMDA,False
Samp21_bcDLYB,False
Samp21_bcAVQV,False
Samp21_bcCCXI,False
Samp21_bcGGAR,False
Samp21_bcAWHW,False
Samp21_bcEUON,False
Samp21_bcAIHU,False
Samp21_bcCIZC,False
Samp21_bcCDVQ,False
Samp21_bcGJPF,True
Samp21_bcDJZN,False
Samp21_bcDVSR,True
Samp21_bcEWGI,False
Samp21_bcBEGQ,False
Samp21_bcHBJK,True
Samp21_bcGCBD,False
Samp21_bcHKFS,False
Samp21_bcEBNG,False
Samp21_bcDSIF,False
Samp21_bcCUNU,False
Samp21_bcEVEB,False
Samp21_bcEBPQ,False
Samp21_bcEUPO,False
Samp21_bcAMFL,False
Samp21_bcBMET,False
Samp21_bcBUAG,False
Samp21_bcHQPX,False
Samp21_bcFMNX,False
Samp21_bcICOJ,False
Samp21_bcHMDP,False
Samp21_bcDUCY,False
Samp21_bcDTYF,False
Samp21_bcHJIE,False
Samp21_bcBVSD,False
Samp21_bcBKNP,False
Samp21_bcFUMU,False
Samp21_bcELZN,False
Samp21_bcDRFO,False
Samp21_bcDEHO,True
Samp21_bcBLVC,False
Samp21_bcDEDB,False
Samp21_bcIDQI,False
Samp21_bcCLHI,False
Samp21_bcFLLC,False
Samp21_bcCESG,False
Samp21_bcEQXB,False
Samp21_bcBEEB,False
Samp21_bcAIVO,False
Samp21_bcGRVQ,False
Samp21_bcIJSK,True
Samp21_bcGRMF,False
Samp21_bcBONM,False
Samp21_bcGIPI,False
Samp21_bcGEMM,False
Samp21_bcEFMY,False
Samp21_bcIHRG,False
Samp21_bcBRRD,False
Samp21_bcCFOA,False
Samp21_bcHNNH,False
Samp21_bcBASC,False
Samp21_bcFXJZ,False
Samp21_bcBJHG,False
Samp21_bcGHXW,False
Samp21_bcAGNZ,False
Samp21_bcIBFS,False
Samp21_bcAPFW,False
Samp21_bcCBGQ,False
Samp21_bcCJFO,False
Samp21_bcHLVJ,False
Samp21_bcCSST,False
Samp21_bcALHY,False
Samp21_bcCIZM,False
Samp21_bcDAUG,False
Samp21_bcEGIA,False
Samp21_bcFLGK,False
Samp21_bcGIYN,False
Samp21_bcATOX,False
Samp21_bcBYTQ,False
Samp21_bcGNWG,False
Samp21_bcAEYN,False
Samp21_bcGWEG,False
Samp21_bcGRHV,False
Samp21_bcDVCP,False
Samp21_bcFINH,False
Samp21_bcFZBD,False
Samp21_bcEZLL,False
Samp21_bcFBPM,False
Samp21_bcCSMC,False
Samp21_bcGANT,False
Samp21_bcEGOQ,False
Samp21_bcFJPQ,False
Samp21_bcDPXA,False
Samp21_bcGTNX,False
Samp21_bcBESM,False
Samp21_bcGHIR,False
Samp21_bcGHGN,False
Samp21_bcETXS,False
Samp21_bcELDT,False
Samp21_bcADOP,False
Samp21_bcFIFE,False
Samp21_bcGQOP,False
Samp21_bcFBZK,False
Samp21_bcHBWF,False
Samp21_bcGCRA,False
Samp21_bcHZTW,False
Samp21_bcDRZH,False
Samp21_bcBKWV,False
Samp21_bcGCXS,False
Samp21_bcHMQE,False
Samp21_bcGPXI,False
Samp21_bcGSEE,False
Samp21_bcAYPO,False
Samp21_bcGLPI,False
Samp21_bcHMQQ,False
Samp21_bcAEJT,False
Samp21_bcHLOH,False
Samp21_bcCYWW,False
Samp21_bcIJFP,False
Samp21_bcFLRY,False
Samp21_bcBPWH,False
Samp21_bcASBJ,False
Samp21_bcEVRD,False
Samp21_bcEDHD,False
Samp21_bcADYL,False
Samp21_bcAKQB,False
Samp21_bcAPLA,False
Samp21_bcCLAG,False
Samp21_bcHUAA,False
Samp21_bcAQOY,False
Samp21_bcHFPH,False
Samp21_bcGPGM,False
Samp21_bcFDPA,False
Samp21_bcFCPA,False
Samp21_bcHVMY,False
Samp21_bcCIHU,False
Samp21_bcACUY,False
Samp21_bcENGY,False
Samp21_bcHNBY,False
Samp21_bcGBLI,False
Samp21_bcGSSW,False
Samp21_bcAEKN,False
Samp21_bcBFYD,False
Samp21_bcEKNN,False
Samp21_bcDSRF,False
Samp21_bcFNRZ,False
Samp21_bcBGCY,False
Samp21_bcICOV,False
Samp21_bcEIZQ,False
Samp21_bcFHKA,False
Samp21_bcEWLT,False
Samp21_bcEHQQ,False
Samp21_bcDUMB,False
Samp21_bcHGRO,False
Samp21_bcHGFJ,False
Samp21_bcIADD,False
Samp21_bcCQFZ,False
Samp21_bcFIMW,False
Samp21_bcEBVS,False
Samp21_bcAKWI,False
Samp21_bcCQXU,False
Samp21_bcBHWC,False
Samp21_bcETDH,False
Samp21_bcGCCU,False
Samp21_bcEGMZ,False
Samp21_bcEBKA,False
Samp21_bcEHJT,False
Samp21_bcCDIK,False
Samp21_bcIHZP,False
Samp21_bcCLJD,False
Samp21_bcAPYC,False
Samp21_bcAMSL,False
Samp21_bcIDDB,True
Samp21_bcDUUI,False
Samp21_bcGSDM,True
Samp21_bcFTHD,False
Samp21_bcECYD,False
Samp21_bcCDUJ,True
Samp21_bcBULZ,False
Samp21_bcDSYG,False
Samp21_bcFIVO,True
Samp21_bcGEHF,False
Samp21_bcFSSW,False
Samp21_bcBWMD,False
Samp21_bcDJRC,False
Samp21_bcGBAS,False
Samp21_bcHWWA,False
Samp21_bcCNPN,False
Samp21_bcAWPF,False
Samp21_bcDMDM,False
Samp21_bcDQLV,False
Samp21_bcFSPV,False
Samp21_bcAKVZ,False
Samp21_bcGGEK,False
Samp21_bcHRDA,False
Samp21_bcAEMY,False
Samp21_bcFXLA,False
Samp21_bcEXWZ,False
Samp21_bcHOHB,False
Samp21_bcFKNH,False
Samp21_bcCXXH,False
Samp21_bcDLNE,False
Samp21_bcDVWG,False
Samp21_bcFZPU,False
Samp21_bcASPX,False
Samp21_bcBJBG,False
Samp21_bcAHWN,False
Samp21_bcFUYH,False
Samp21_bcFXCY,False
Samp21_bcDTWY,True
Samp21_bcGOVA,False
Samp21_bcDCFJ,False
Samp21_bcEZQS,False
Samp21_bcHGHZ,False
Samp21_bcCVMN,False
Samp21_bcACVX,False
Samp21_bcICVW,False
Samp21_bcFWOF,False
Samp21_bcIENE,False
Samp21_bcCGDH,True
Samp21_bcESWE,False
Samp21_bcFKIX,False
Samp21_bcDPNN,False
Samp21_bcGNHS,True
Samp21_bcBDWW,False
Samp21_bcAXQY,False
Samp21_bcEXXJ,False
Samp21_bcEHRF,False
Samp21_bcGRPN,False
Samp21_bcHIBD,False
Samp21_bcAYIA,True
Samp21_bcBXBZ,False
Samp21_bcGVZA,False
Samp21_bcBRKF,False
Samp21_bcGFBZ,False
Samp21_bcEYJO,True
Samp21_bcGITA,False
Samp21_bcGNQQ,False
Samp21_bcFAZH,False
Samp21_bcDPUB,False
Samp21_bcBOHU,False
Samp21_bcGAPF,False
Samp21_bcHCOL,False
Samp21_bcASPE,False
Samp21_bcHXUL,False
Samp21_bcCPMQ,False
Samp21_bcBXTK,False
Samp21_bcBFQS,False
Samp21_bcCUHY,False
Samp21_bcELTX,False
Samp21_bcGRPK,False
Samp21_bcFMVC,False
Samp21_bcDIQP,False
Samp21_bcFHIU,False
Samp21_bcAYIP,False
Samp21_bcGBWR,False
Samp21_bcBEKJ,False
Samp21_bcAAVP,False
Samp21_bcEDGH,True
Samp21_bcCBFF,False
Samp21_bcBOWI,False
Samp21_bcCXMQ,False
Samp21_bcBMXX,False
Samp21_bcAGCG,False
Samp21_bcDDLD,False
Samp21_bcIGIE,False
Samp21_bcAAAY,False
Samp21_bcEIQT,False
Samp21_bcCTUY,False
Samp21_bcFGUH,False
Samp21_bcGYCZ,False
Samp21_bcGUUY,False
Samp21_bcIDNE,False
Samp21_bcIDCC,False
Samp21_bcFZQE,False
Samp21_bcGQGU,False
Samp21_bcBWWQ,False
Samp21_bcBRWT,False
Samp21_bcCCAM,False
Samp21_bcIBJM,False
Samp21_bcGQDM,False
Samp21_bcCLAF,False
Samp21_bcBQLK,False
Samp21_bcHSQY,False
Samp21_bcADKB,False
Samp21_bcAOUA,False
Samp21_bcIAZU,False
Samp21_bcHVDD,False
Samp21_bcAIOW,False
Samp21_bcAQVD,False
Samp21_bcEGMS,False
Samp21_bcFLVL,False
Samp21_bcFVXI,False
Samp21_bcBDTJ,False
Samp21_bcGTNF,False
Samp21_bcHTMS,False
Samp21_bcHCUQ,False
Samp21_bcCNMA,False
Samp21_bcCULR,False
Samp21_bcFPEP,False
Samp21_bcBUJJ,False
Samp21_bcGPWT,False
Samp21_bcBUDJ,False
Samp21_bcAZEG,False
Samp21_bcBRXV,False
Samp21_bcAYWA,False
Samp21_bcERKX,False
Samp21_bcBPEC,False
Samp21_bcHIOY,False
Samp21_bcGCJF,False
Samp21_bcCMAK,False
Samp21_bcCFOD,False
Samp21_bcANQV,False
Samp21_bcFDGC,False
Samp21_bcIHRJ,False
Samp21_bcFPST,False
Samp21_bcHHLW,False
Samp21_bcDGRT,False
Samp21_bcAXNR,False
Samp21_bcHMYY,False
Samp21_bcBECG,False
Samp21_bcAKBC,False
Samp21_bcIBAF,False
Samp21_bcAGYZ,False
Samp21_bcGPWA,False
Samp21_bcGAPL,False
Samp21_bcHQQF,False
Samp21_bcIJWV,False
Samp21_bcGVZF,False
Samp21_bcALGJ,False
Samp21_bcDYRY,False
Samp21_bcBOYS,False
Samp21_bcEEOP,False
Samp21_bcAJAW,False
Samp21_bcAKLL,False
Samp21_bcAWVE,False
Samp21_bcEFDR,False
Samp21_bcHCKR,False
Samp21_bcEHVK,False
Samp21_bcBWOW,False
Samp21_bcBRJP,False
Samp21_bcAHPZ,False
Samp21_bcCGGA,False
Samp21_bcAYER,False
Samp21_bcFBGV,False
Samp21_bcHNYJ,False
Samp21_bcEWLO,False
Samp21_bcIDDV,False
Samp21_bcFAHS,False
Samp21_bcHYNE,False
Samp21_bcHMHJ,False
Samp21_bcFEPM,False
Samp21_bcFQWD,False
Samp21_bcIGUT,False
Samp21_bcBRDB,False
Samp21_bcBNBS,False
Samp21_bcDQMH,False
Samp21_bcEPFJ,False
Samp21_bcEIQR,False
Samp21_bcFACK,False
Samp21_bcHUXU,False
Samp21_bcDGOE,False
Samp21_bcASCQ,False
Samp21_bcEOSS,False
Samp21_bcHKFV,False
Samp21_bcGBRR,False
Samp21_bcFXFD,False
Samp21_bcBGGO,False
Samp21_bcDAAU,False
Samp21_bcHNSX,False
Samp21_bcHCPT,False
Samp21_bcCBSZ,False
Samp21_bcEJSA,False
Samp21_bcBQVN,False
Samp21_bcEHWB,False
Samp21_bcGHJD,False
Samp21_bcDOSA,False
Samp21_bcGDXO,False
Samp21_bcAKWK,False
Samp21_bcGAYG,False
Samp21_bcHXFX,False
Samp21_bcHLHA,False
Samp21_bcGKNG,False
Samp21_bcCWPN,False
Samp21_bcHNUP,False
Samp21_bcBMUO,False
Samp21_bcHIBE,False
Samp21_bcGYVF,False
Samp21_bcEPOR,False
Samp21_bcGZMO,False
Samp21_bcBWHV,False
Samp21_bcCXJH,False
Samp21_bcHMEI,False
Samp21_bcFREX,False
Samp21_bcFCSH,False
Samp21_bcFNNV,False
Samp21_bcDSHJ,False
Samp21_bcCAHP,False
Samp21_bcFSPF,False
Samp21_bcAEHB,False
Samp21_bcHNRR,False
Samp21_bcBHDT,False
Samp21_bcBIGL,False
Samp21_bcAZOT,False
Samp21_bcFCVI,False
Samp21_bcCHJR,False
Samp21_bcFKDM,False
Samp21_bcDLMR,False
Samp21_bcEMBL,False
Samp21_bcAEDH,False
Samp21_bcFAZI,False
Samp21_bcAKIT,False
Samp21_bcHNKC,False
Samp21_bcFVZH,False
Samp21_bcGMSM,False
Samp21_bcCFAL,False
Samp21_bcACCK,False
Samp21_bcEUBZ,False
Samp21_bcHHIC,False
Samp21_bcHWVP,False
Samp21_bcFYON,False
Samp21_bcHMIM,False
Samp21_bcHHNW,False
Samp21_bcGWQU,False
Samp21_bcCLOW,False
Samp21_bcHBBW,False
Samp21_bcFUSY,False
Samp21_bcHPEY,False
Samp21_bcDAUU,False
Samp21_bcEHZK,False
Samp21_bcCEQG,False
Samp21_bcEYYV,False
Samp21_bcCTCU,False
Samp21_bcGBWF,False
Samp21_bcHJKE,False
Samp21_bcAPRB,False
Samp21_bcIDUP,False
Samp21_bcBRXN,False
Samp21_bcFSEW,False
Samp21_bcAIOC,False
Samp21_bcCKOF,False
Samp21_bcFJEQ,False
Samp21_bcGJKV,False
Samp21_bcCJWG,False
Samp21_bcHWSE,False
Samp21_bcGTPI,False
Samp21_bcGIEN,False
Samp21_bcCNFD,False
Samp21_bcBASX,False
Samp21_bcEFOA,False
Samp21_bcBMPK,False
Samp21_bcESHB,False
Samp21_bcGANH,False
Samp21_bcIBCT,False
Samp21_bcEUQL,False
Samp21_bcBQSY,False
Samp21_bcBCID,False
Samp21_bcCFFZ,False
Samp21_bcIDGG,False
Samp21_bcHJBQ,False
Samp21_bcCSSO,False
Samp21_bcFHXZ,False
Samp21_bcGJGY,False
Samp21_bcGTVL,False
Samp21_bcGIWN,False
Samp21_bcHYZC,False
Samp21_bcCLMQ,False
Samp21_bcEKOM,False
Samp21_bcHJHQ,False
Samp21_bcEFWI,False
Samp21_bcIDCQ,False
Samp21_bcFABH,False
Samp21_bcBUUJ,False
Samp21_bcHDBI,False
Samp21_bcEJRI,False
Samp21_bcHQJD,False
Samp21_bcGKCF,False
Samp21_bcADEH,False
Samp21_bcHMVL,False
Samp21_bcFZEA,False
Samp21_bcGVNM,False
Samp21_bcEKFQ,False
Samp21_bcCZYR,False
Samp21_bcGJHB,False
Samp21_bcFMNU,False
Samp21_bcIANW,False
Samp21_bcEVCH,False
Samp21_bcADUZ,False
Samp21_bcGTBI,False
Samp21_bcEFYK,False
Samp21_bcESGN,False
Samp21_bcARUO,False
Samp21_bcAKPE,False
Samp21_bcFBCR,False
Samp21_bcAGWY,False
Samp21_bcEJEO,False
Samp21_bcIJIP,False
Samp21_bcFDFE,False
Samp21_bcIIZF,False
Samp21_bcFFKM,False
Samp21_bcHQQL,False
Samp21_bcHWHJ,False
Samp21_bcFXBI,False
Samp21_bcAIIE,False
Samp21_bcDOIQ,False
Samp21_bcGGXY,False
Samp21_bcAWXE,False
Samp21_bcFTBI,False
Samp21_bcDKZY,False
Samp21_bcEGNR,False
Samp21_bcIFWR,False
Samp21_bcHWRN,False
Samp21_bcASYJ,False
Samp21_bcFGWK,False
Samp21_bcHZLF,False
Samp21_bcFBTU,False
Samp21_bcDKPR,False
Samp21_bcFVQF,False
Samp21_bcHMQR,False
Samp21_bcAVFC,False
Samp21_bcHZZD,False
Samp21_bcHSHR,False
Samp21_bcEVUI,False
Samp21_bcAUCI,False
Samp21_bcHDPI,False
Samp21_bcDPXG,False
Samp21_bcEMPL,False
Samp21_bcGWHB,False
Samp21_bcCTEI,False
Samp21_bcHREW,False
Samp21_bcAMYI,False
Samp21_bcDQHE,False
Samp21_bcEINE,False
Samp21_bcFZZO,False
Samp21_bcHCKE,False
Samp21_bcAUKX,False
Samp21_bcFVFB,False
Samp21_bcFBIR,False
Samp21_bcHXKV,False
Samp21_bcCOOM,False
Samp21_bcHZHY,False
Samp21_bcBVHX,False
Samp21_bcGYMM,False
Samp21_bcCUUQ,False
Samp21_bcHEBZ,False
Samp21_bcFAAG,False
Samp21_bcGKEA,False
Samp21_bcFBOX,False
Samp21_bcIEJC,False
Samp21_bcFXST,False
Samp21_bcAPSU,False
Samp21_bcFTNG,False
Samp21_bcERNC,False
Samp21_bcAUKM,False
Samp21_bcDMUB,False
Samp21_bcFKKF,False
Samp21_bcBOAO,False
Samp21_bcGQQQ,False
Samp21_bcIJGC,False
Samp21_bcBMUY,False
Samp21_bcALYD,False
Samp21_bcBIYM,False
Samp21_bcDVJR,False
Samp21_bcDIWJ,False
Samp21_bcEABT,False
Samp21_bcHXYF,False
Samp21_bcCMMJ,False
Samp21_bcGQSY,False
Samp21_bcGHEV,False
Samp21_bcAPPY,False
Samp21_bcHRIN,False
Samp21_bcAHUM,False
Samp21_bcHGWO,False
Samp21_bcCTQW,False
Samp21_bcGEVC,False
Samp21_bcFPLN,False
Samp21_bcGFFJ,False
Samp21_bcIARN,False
Samp21_bcARJK,False
Samp21_bcEGZN,False
Samp21_bcAEGU,False
Samp21_bcEKKD,False
Samp21_bcBLBD,False
Samp21_bcIINT,False
Samp21_bcHEAQ,False
Samp21_bcFAXR,False
Samp21_bcBARO,False
Samp21_bcEUTK,False
Samp21_bcAYQZ,False
Samp21_bcAEKT,False
Samp21_bcDVNA,False
Samp21_bcGLMF,False
Samp21_bcFTMN,False
Samp21_bcEIZR,False
Samp21_bcGPXC,False
Samp21_bcAERN,False
Samp21_bcEQNT,False
Samp21_bcEPAT,False
Samp21_bcADPH,False
Samp21_bcAVDH,False
Samp21_bcDEMG,False
Samp21_bcHGUF,False
Samp21_bcHAHM,False
Samp21_bcDGSK,False
Samp21_bcGIJL,False
Samp21_bcFZZS,False
Samp21_bcCWPA,False
Samp21_bcHBRC,False
Samp21_bcGIUO,False
Samp21_bcGXPL,False
Samp21_bcHRPO,False
Samp21_bcGSOZ,False
Samp21_bcCHUC,False
Samp21_bcGSED,False
Samp21_bcFWBT,False
Samp21_bcGKGJ,False
Samp21_bcARDJ,False
Samp21_bcAHGY,False
Samp21_bcBVJH,False
Samp21_bcADQR,False
Samp21_bcDYOJ,False
Samp21_bcHCKD,False
Samp21_bcBKZU,False
Samp21_bcEMGH,False
Samp21_bcDXZM,False
Samp21_bcGNZR,False
Samp21_bcCUWH,False
Samp21_bcHIVN,False
Samp21_bcFQND,False
Samp21_bcALQY,False
Samp21_bcBIFI,False
Samp21_bcDLBR,False
Samp21_bcEARU,False
Samp21_bcGTHC,False
Samp21_bcBLUL,False
Samp21_bcGVPN,False
Samp21_bcEDJS,False
Samp21_bcEPOA,False
Samp21_bcEUBP,False
Samp21_bcGVKY,False
Samp21_bcFHRW,False
Samp21_bcHCUL,False
Samp21_bcFXXV,False
Samp21_bcDNVL,False
Samp21_bcHOUC,False
Samp21_bcCSKK,False
Samp21_bcFOAX,False
Samp21_bcGQNI,False
Samp21_bcIIVD,False
Samp21_bcCABD,False
Samp21_bcIAVS,False
Samp21_bcBALK,False
Samp21_bcHEOC,False
Samp21_bcIAPX,False
Samp21_bcGIBC,False
Samp21_bcBMIR,False
Samp21_bcFDQW,False
Samp21_bcFKOV,False
Samp21_bcHWJX,False
Samp21_bcBKXE,False
Samp21_bcHJJT,False
Samp21_bcHTNT,False
Samp21_bcAION,False
Samp21_bcHHHS,False
Samp21_bcHXNJ,False
Samp21_bcGWKZ,False
Samp21_bcGIHL,False
Samp21_bcAQQF,False
Samp21_bcAPOP,False
Samp21_bcAVXY,False
Samp21_bcADLG,False
Samp21_bcGOPU,False
Samp21_bcEGOY,False
Samp21_bcDPCU,False
Samp21_bcIEPX,False
Samp21_bcHKLW,False
Samp21_bcFPGU,False
Samp21_bcEHNC,False
Samp21_bcAIJB,False
Samp21_bcDSII,False
Samp21_bcEQJX,False
Samp21_bcHWPV,False
Samp21_bcCDBU,False
Samp21_bcAUEA,False
Samp21_bcDQCU,False
Samp21_bcHMCG,False
Samp21_bcERXP,False
Samp21_bcHLMV,False
Samp21_bcHNEM,False
Samp21_bcGYFW,False
Samp21_bcCLZF,False
Samp21_bcGWCT,False
Samp21_bcDWYW,False
Samp21_bcFYGI,False
Samp21_bcERHS,True
Samp21_bcFHDF,True
Samp21_bcHXTG,False
Samp21_bcFFDB,False
Samp21_bcEYWC,False
Samp21_bcCRFC,False
Samp21_bcFGAV,False
Samp21_bcESQH,False
Samp21_bcDCVP,False
Samp21_bcFCXF,False
Samp21_bcEIMZ,False
Samp21_bcFGMO,False
Samp21_bcFLAS,False
Samp21_bcDAXR,False
Samp21_bcAVZP,False
Samp21_bcEOQA,False
Samp21_bcFNFB,False
Samp21_bcDODD,False
Samp21_bcEJKX,False
Samp21_bcFCJC,False
Samp21_bcDORL,False
Samp21_bcHATI,False
Samp21_bcBPSX,False
Samp21_bcAXOI,False
Samp21_bcCDBE,False
Samp21_bcAUQE,False
Samp21_bcAZQG,False
Samp21_bcIDYV,True
Samp21_bcDEDL,False
Samp21_bcBSDX,False
Samp21_bcANEF,True
Samp21_bcDDUF,False
Samp21_bcHETQ,False
Samp21_bcFRUP,False
Samp21_bcDQPZ,True
Samp21_bcCLEM,False
Samp21_bcGVGC,False
Samp21_bcBVKC,False
Samp21_bcDGLU,False
Samp21_bcFRMJ,False
Samp21_bcCKWX,False
Samp21_bcIDPJ,False
Samp21_bcHVMT,False
Samp21_bcFTFE,False
Samp21_bcAQEP,False
Samp21_bcDQLB,False
Samp21_bcARML,False
Samp21_bcBWUB,True
Samp21_bcERDM,False
Samp21_bcGFLG,False
Samp21_bcGTGF,False
Samp21_bcEFMM,False
Samp21_bcFZZH,False
Samp21_bcHNOG,False
Samp21_bcAZKJ,False
Samp21_bcEAQH,False
Samp21_bcGTRS,False
Samp21_bcHIXV,False
Samp21_bcHQHD,False
Samp21_bcFLZI,False
Samp21_bcCBSL,False
Samp21_bcGLMP,False
Samp21_bcEXYR,False
Samp21_bcDIUZ,False
Samp21_bcGFWA,False
Samp21_bcGZBD,False
Samp21_bcEXXC,False
Samp21_bcBHRF,False
Samp21_bcAMCZ,False
Samp21_bcDHOI,False
Samp21_bcGJWH,False
Samp21_bcIFSM,False
Samp21_bcBLJY,False
Samp21_bcEYTA,False
Samp21_bcHNCR,False
Samp21_bcDKSU,True
Samp21_bcBKZY,False
Samp21_bcGHKL,False
Samp21_bcCREW,True
Samp21_bcEAHV,False
Samp21_bcFZYB,False
Samp21_bcDLDP,False
Samp21_bcGDED,False
Samp21_bcDRSL,False
Samp21_bcFSEO,True
Samp21_bcBTUY,False
Samp21_bcGKVQ,False
Samp21_bcHNUM,False
Samp21_bcBCDM,False
Samp21_bcBSTE,True
Samp21_bcDQSO,False
Samp21_bcECBZ,False
Samp21_bcGHIG,False
Samp21_bcCDCO,False
Samp21_bcAMYA,True
Samp21_bcGKCO,False
Samp21_bcBSFV,False
Samp21_bcDBLH,False
Samp21_bcHHXA,False
Samp21_bcHXVA,False
Samp21_bcBWBX,False
Samp21_bcBZYH,False
Samp21_bcFMDM,False
Samp21_bcEVSU,False
Samp21_bcEOJA,True
Samp21_bcGOIP,False
Samp21_bcAZJJ,True
Samp21_bcETUF,False
Samp21_bcCBUE,False
Samp21_bcGWIO,False
Samp21_bcIHQU,True
Samp21_bcEZXH,True
Samp21_bcEYAA,False
Samp21_bcBNHM,False
Samp21_bcCUDU,False
Samp21_bcGAJO,False
Samp21_bcGQBH,True
Samp21_bcGUSD,False
Samp21_bcGKHZ,False
Samp21_bcBQZC,False
Samp21_bcBXVZ,True
Samp21_bcAWJE,True
Samp21_bcBTEB,False
Samp21_bcBZAB,False
Samp21_bcATAC,False
Samp21_bcIGBH,False
Samp21_bcELBA,True
Samp21_bcAMZS,False
Samp21_bcHOLH,False
Samp21_bcBJXE,False
Samp21_bcGXRX,False
Samp21_bcEMAY,False
Samp21_bcGGHR,False
Samp21_bcFTUG,False
Samp21_bcGNFG,False
Samp21_bcHPNN,False
Samp21_bcCZNA,False
Samp21_bcHQVV,False
Samp21_bcFTEU,False
Samp21_bcGQYX,False
Samp21_bcIDEP,False
